y,n,p,m,log_n,r_2y_minus_log_n,K_center,K_tail_low,K_tail_high,term_center,term_tail_low,term_tail_high
1.00000000000000000000E+0,16,2,4,2.772588722239781237668928485833E+0,-7.725887222397812376689284858327E-1,4.556650978396502018865699178775E-4,4.513972916659222590172908973969E-4,4.599666774359645326047559834646E-4,7.896074446178129095614072466075E-5,7.822119000765732802226004262200E-5,7.970615140406615746837550626892E-5
1.00000000000000000000E+0,17,17,1,2.833213344056216080249534617873E+0,-8.332133440562160802495346178731E-1,2.483067600911049783449497058769E-5,2.446930936311414922610447080515E-5,2.519663856236978597509520247564E-5,1.706252737592905136161613819705E-5,1.681421241713380601425488104435E-5,1.731400043615747416451387229018E-5
1.00000000000000000000E+0,19,19,1,2.944438979166440460009027431888E+0,-9.444389791664404600090274318879E-1,4.237966809853063370348579270802E-11,3.982681736549085420942807836909E-11,4.508077431624338558831861421174E-11,2.862749246764814797665366993952E-11,2.690304019111745488776942127166E-11,3.045209141736409413065379172695E-11
1.25000000000000000000E+0,5,5,1,1.609437912434100374600759333226E+0,8.905620875658996253992406667738E-1,2.604105186565658443006168118962E-7,2.537387566820908644233488318950E-7,2.672373678134512020759855214287E-7,1.874337299848676444036920486838E-7,1.826316458029446763762919097644E-7,1.923474401073324261294936860218E-7
1.25000000000000000000E+0,7,7,1,1.945910149055313305105352743443E+0,5.540898509446866948946472565568E-1,6.279757605330147539699366636057E-2,6.259842855260446250333371858780E-2,6.299718833855986275090175320839E-2,4.618666919568580086367176515596E-2,4.604019921525162811927176469619E-2,4.633348101814848189691374091769E-2
1.25000000000000000000E+0,8,2,3,2.079441541679835928251696364375E+0,4.205584583201640717483036356255E-1,2.407917686913711489004167938070E-1,2.403446799127462080863755717397E-1,2.412393639371483150790908521411E-1,5.900952303497783238826610367123E-2,5.889995743095270619638398592630E-2,5.911921275614055063965180953804E-2
1.25000000000000000000E+0,9,3,2,2.197224577336219382790490473845E+0,3.027754226637806172095095261549E-1,4.921207556316508618822261485393E-1,4.915488255526858815632776980054E-1,4.926930308891357570679784916407E-1,1.802166365485224949212872024621E-1,1.800071934108525450117432430503E-1,1.804262060919803657449975139573E-1
1.25000000000000000000E+0,11,11,1,2.397895272798370544061943577965E+0,1.021047272016294559380564220349E-1,9.208798498701047760168314470357E-1,9.205201412317672527364101625230E-1,9.212393077605454413072462327502E-1,6.657893425991596629806846461125E-1,6.655292759054647581277584129208E-1,6.660492280039736885835990222443E-1
1.25000000000000000000E+0,13,13,1,2.564949357461536736053487441565E+0,-6.494935746153673605348744156532E-2,9.669863850999486778685486575008E-1,9.667431116568701258592367112790E-1,9.672292845635897029349822187141E-1,6.879034349100991923962872561426E-1,6.877303728694181903562479406060E-1,6.880762309059385869301076950168E-1
1.25000000000000000000E+0,16,2,4,2.772588722239781237668928485833E+0,-2.725887222397812376689284858327E-1,5.634630718345141821862134393906E-1,5.628829428519121330124464556605E-1,5.640434894847524748238967778643E-1,9.764070989793485903898530345643E-2,9.754018120577192905156457264533E-2,9.774128861238733429163002130098E-2
1.25000000000000000000E+0,17,17,1,2.833213344056216080249534617873E+0,-3.332133440562160802495346178731E-1,4.218821033900104021357456108303E-1,4.213291145414634331805127973189E-1,4.224354852839932587385179165899E-1,2.898984681635515506764472272903E-1,2.895184790177282854731768177075E-1,2.902787273925778408944424890455E-1
1.25000000000000000000E+0,19,19,1,2.944438979166440460009027431888E+0,-4.444389791664404600090274318879E-1,1.989828554292824640714753422547E-1,1.985761675682099572202271633532E-1,1.993900709270125705768538606657E-1,1.344130440509609871932191750611E-1,1.341383261449011993495430209869E-1,1.346881183759149950426782611401E-1
1.25000000000000000000E+0,23,23,1,3.135494215929149690806752831810E+0,-6.354942159291496908067528318102E-1,1.776573365952384057124831627141E-2,1.768585861558516132886754241000E-2,1.784588770662223317250376851141E-2,1.161516097060412100888668237128E-2,1.156293900720749636412440884133E-2,1.166756534507779343884092084052E-2
1.25000000000000000000E+0,25,5,2,3.218875824868200749201518666452E+0,-7.188758248682007492015186664524E-1,2.661453137039576515874952140268E-3,2.643287890326930734027630852373E-3,2.679719935429847384452659425631E-3,8.566887161836327385690528112194E-4,8.508415488340225322621258067561E-4,8.625685717572511649414737621660E-4
1.25000000000000000000E+0,27,3,3,3.295836866004329074185735710768E+0,-7.958368660043290741857357107676E-1,1.730623337995484243088785827730E-4,1.711681231798798787261886141534E-4,1.749742772287956734108887233068E-4,3.659022891378732306853051800860E-5,3.618973968737438381361608116085E-5,3.699446735325849426649074379063E-5
1.25000000000000000000E+0,29,29,1,3.367295829986474027183272032362E+0,-8.672958299864740271832720323619E-1,2.278641735234396384208573138161E-6,2.233400580595874266470416000573E-6,2.324684851681055779010589106086E-6,1.424814483471811576653833393927E-6,1.396525590408364097350351126758E-6,1.453604836146814750630005352093E-6
1.25000000000000000000E+0,31,31,1,3.433987204485146245929164324542E+0,-9.339872044851462459291643245424E-1,4.564717028332522353186928900576E-10,4.342245873950923475422541465961E-10,4.797466460429372158774762529057E-10,2.815345414406484204515339549810E-10,2.678133591540270509725628958358E-10,2.958896491569080564647295370476E-10
1.25000000000000000000E+0,32,2,5,3.465735902799726547086160607291E+0,-9.657359027997265470861606072909E-1,3.069311533460642954465185181602E-14,2.740989187129584964642924030224E-14,3.433594543909638621832987597147E-14,3.760897031895911907035186929685E-15,3.358596214803761554936663326617E-15,4.207261266295744245340150094210E-15
1.50000000000000000000E+0,8,2,3,2.079441541679835928251696364375E+0,9.205584583201640717483036356255E-1,5.203805852399450703411335204925E-9,5.002598271489064802893342437851E-9,5.412267561196373204801735723964E-9,1.275268265960961564778042104412E-9,1.225959423532208469967477278619E-9,1.326354837873349605669179137290E-9
1.50000000000000000000E+0,9,3,2,2.197224577336219382790490473845E+0,8.027754226637806172095095261549E-1,1.256234220187590465428325772407E-4,1.241788115709378385804726146734E-4,1.270822947338518106772540439234E-4,4.600381172478289358669584989046E-5,4.547478946134465354171842634733E-5,4.653805688891740049917140897135E-5
1.50000000000000000000E+0,11,11,1,2.397895272798370544061943577965E+0,6.021047272016294559380564220349E-1,3.147295290452151389625877011941E-2,3.135098095970520114359937765855E-2,3.159528497095145158167232974623E-2,2.275471292689423050078213785261E-2,2.266652810998652138503518361533E-2,2.284315810907372280601156203011E-2
1.50000000000000000000E+0,13,13,1,2.564949357461536736053487441565E+0,4.350506425384632639465125584347E-1,2.149464484189605393149407201347E-1,2.145234013978455679524150603058E-1,2.153700157302822201565696739235E-1,1.529105295250317402985765259730E-1,1.526095785463647610226124280317E-1,1.532118506324056594787022996871E-1
1.50000000000000000000E+0,16,2,4,2.772588722239781237668928485833E+0,2.274112777602187623310715141673E-1,6.702853189663908285368547257557E-1,6.697157733427996679556269547125E-1,6.708550443946268733115614907159E-1,1.161515947530693594761620544854E-1,1.160529000172712422686035111688E-1,1.162503206466381399489466111415E-1
1.50000000000000000000E+0,17,17,1,2.833213344056216080249534617873E+0,1.667866559437839197504653821269E-1,8.048408750193551123751512619475E-1,8.043370720895762019615811505864E-1,8.053446649905310050013772192203E-1,5.530505677028636985616147464138E-1,5.527043769153768033193189496625E-1,5.533967495857795437177870696406E-1
1.50000000000000000000E+0,19,19,1,2.944438979166440460009027431888E+0,5.556102083355953999097256811215E-2,9.757002118371609471393665808960E-1,9.754896268307676388301631435912E-1,9.759103970731680607570756221860E-1,6.590861070480980542464145729301E-1,6.589438567437703266654242587769E-1,6.592280873072783547734125431568E-1
1.50000000000000000000E+0,23,23,1,3.135494215929149690806752831810E+0,-1.354942159291496908067528318102E-1,8.657390357000606072664001854151E-1,8.652951860303058141953658535531E-1,8.661827583581595786093217374348E-1,5.660164928117753748716381707123E-1,5.657263057888382328461473080599E-1,5.663065967950331101599130101897E-1
1.50000000000000000000E+0,25,5,2,3.218875824868200749201518666452E+0,-2.188758248682007492015186664524E-1,6.901024821406077376149014838698E-1,6.895384013055393718920471565777E-1,6.906667186455066451828481113056E-1,2.221354196443941507296245101599E-1,2.219538490280668478080142449800E-1,2.223170403689068728986999215882E-1
1.50000000000000000000E+0,27,3,3,3.295836866004329074185735710768E+0,-2.958368660043290741857357107676E-1,5.084186405170111401454624023017E-1,5.078438475591186381712424282385E-1,5.089937666173162227973025621754E-1,1.074939533757895368733933399708E-1,1.073724260310139838475789030215E-1,1.076155511562102681117700238791E-1
1.50000000000000000000E+0,29,29,1,3.367295829986474027183272032362E+0,-3.672958299864740271832720323619E-1,3.468142612487345068892640615656E-1,3.462939719350861663490521189818E-1,3.473349914014449580373883418610E-1,2.168598840532262969112693616304E-1,2.165345517562623307975160906901E-1,2.171854920029490371952255777851E-1
1.50000000000000000000E+0,31,31,1,3.433987204485146245929164324542E+0,-4.339872044851462459291643245424E-1,2.167940402014126495068657097551E-1,2.163691772216995912825036137132E-1,2.172194225526700004880802971651E-1,1.337103928158852780525511023860E-1,1.334483533435013395982122585369E-1,1.339727526170621125625538595749E-1
1.50000000000000000000E+0,32,2,5,3.465735902799726547086160607291E+0,-4.657359027997265470861606072909E-1,1.651708457046180284545403775895E-1,1.648031512391259365952998071689E-1,1.655390784600922063753324969087E-1,2.023875832069234137563473185719E-2,2.019370388392897415609227651509E-2,2.028387871534801952020495459589E-2
1.50000000000000000000E+0,37,37,1,3.610917912644224444368095671031E+0,-6.109179126442244443680956710314E-1,2.728435634276027703456789328405E-2,2.717448479104868989033540830030E-2,2.739456675716291708930926110363E-2,1.619684650885276736956779103364E-2,1.613162332248156846332739274915E-2,1.626227085470618426576593509905E-2
1.50000000000000000000E+0,41,41,1,3.713572066704307803866763373037E+0,-7.135720667043078038667633730374E-1,3.081517427476635060434174031675E-3,3.061082675133787607470758054231E-3,3.102062792874161067330218161494E-3,1.787164611743918243967724703897E-3,1.775313221285681090607235310506E-3,1.799080153628058668658206787846E-3
1.50000000000000000000E+0,43,43,1,3.761200115693562423472842513346E+0,-7.612001156935624234728425133458E-1,6.956830438833178417491236056219E-4,6.896170760442419885028860549596E-4,7.017934310632286231005630879401E-4,3.990282387616445372936134213047E-4,3.955489352418979942384149742468E-4,4.025330202220943287955018446499E-4
1.50000000000000000000E+0,47,47,1,3.850147601710058586820950669772E+0,-8.501476017100585868209506697722E-1,8.318529989556514257117639579930E-6,8.178319456820792800270308839282E-6,8.460827671188160258054840058696E-6,4.671700976179671280379548373525E-6,4.592958496020978860582583766678E-6,4.751615602804958676773811731941E-6
1.50000000000000000000E+0,49,7,2,3.891820298110626610210705486886E+0,-8.918202981106266102107054868864E-1,2.276190599590146401126131308941E-7,2.216985464084744886244357761049E-7,2.336794299951935063591489871399E-7,6.327517698466806782086042157603E-8,6.162935021243726948011139716811E-8,6.495988206472966383590472986658E-8
1.50000000000000000000E+0,53,53,1,3.970291913552121834144469139029E+0,-9.702919135521218341444691390291E-1,3.104549025406982038638774600620E-15,2.713350447877483314561132258521E-15,3.547406452815041520888417767477E-15,1.693101625972519119337851605599E-15,1.479756968737962023644224863885E-15,1.934619032939638640387905942786E-15
1.75000000000000000000E+0,13,13,1,2.564949357461536736053487441565E+0,9.350506425384632639465125584347E-1,3.665567189024398314686426220873E-10,3.483288633003605049029866858013E-10,3.856451202063423505287440316202E-10,2.607644015549412184491141603447E-10,2.477973063890463864036103930287E-10,2.743436794291997357534403805097E-10
1.75000000000000000000E+0,16,2,4,2.772588722239781237668928485833E+0,7.274112777602187623310715141673E-1,2.083112666309590475055293706239E-3,2.068208236225799710655447449403E-3,2.098104915840137966103073388090E-3,3.609759178603007028067790554425E-4,3.583931769376926033645906684912E-4,3.635738767333882420763006803494E-4
1.75000000000000000000E+0,17,17,1,2.833213344056216080249534617873E+0,6.667866559437839197504653821269E-1,9.539359479679626391278661022042E-3,9.489615997825413212125208603510E-3,9.589308314404005731147002146297E-3,6.555020177909874032772528755276E-3,6.520838687216663264729023256652E-3,6.589342777889342256936568470538E-3
1.75000000000000000000E+0,19,19,1,2.944438979166440460009027431888E+0,5.555610208335595399909725681121E-1,6.160410125623117209063747191627E-2,6.140756583876541590790826620539E-2,6.180109870313212263205221480353E-2,4.161360916250633223335225982997E-2,4.148084936433976537065263882465E-2,4.174668106184710146839988803158E-2
1.75000000000000000000E+0,23,23,1,3.135494215929149690806752831810E+0,3.645057840708503091932471681898E-1,3.527795436154346812606085648317E-1,3.522561435867615315419578419420E-1,3.533033807108742755291535140689E-1,2.306457624975649492924452527979E-1,2.303035657889140560851605267407E-1,2.309882449586054959054937548171E-1
1.75000000000000000000E+0,25,5,2,3.218875824868200749201518666452E+0,2.811241751317992507984813335476E-1,5.431982658504771123100229403646E-1,5.426193107938573217985068333571E-1,5.437775267099945864901044529603E-1,1.748487766056430717056415576693E-1,1.746624181620992073005040476479E-1,1.750352334833423889712440366675E-1
1.75000000000000000000E+0,27,3,3,3.295836866004329074185735710768E+0,2.041631339956709258142642892324E-1,7.237392262353848857926759193600E-1,7.231873797129822378538518574380E-1,7.242911843078706845678719408669E-1,1.530187613932959936378752349547E-1,1.529020855682526413084694754493E-1,1.531354608031540669378555873723E-1
1.75000000000000000000E+0,29,29,1,3.367295829986474027183272032362E+0,1.327041700135259728167279676381E-1,8.707727353479747385777096388033E-1,8.703351240049374031907565051663E-1,8.712102092800107753483637764729E-1,5.444864745306420223778192305958E-1,5.442128400359999728980046935309E-1,5.447600231034027110334261279199E-1
1.75000000000000000000E+0,31,31,1,3.433987204485146245929164324542E+0,6.601279551485375407083567545764E-2,9.659206309050587645002609757422E-1,9.656737291332807476991058474036E-1,9.661671617914942592391427710179E-1,5.957434386447749223330125996284E-1,5.955911589379125675147780333491E-1,5.958954896035370424476312958880E-1
1.75000000000000000000E+0,32,2,5,3.465735902799726547086160607291E+0,3.426409720027345291383939270912E-2,9.906660045780538545885845468177E-1,9.905333527814503254312899705791E-1,9.907982101143122055441653535740E-1,1.213885523056357930530595448614E-1,1.213722981801525001998407544263E-1,1.214047517498269024041473945949E-1
1.75000000000000000000E+0,37,37,1,3.610917912644224444368095671031E+0,-1.109179126442244443680956710314E-1,9.074659758337954179317537212913E-1,9.070820709277046157688963700234E-1,9.078496622109493642611531125772E-1,5.387001598256987651119883533977E-1,5.384722618771514768952663625375E-1,5.389279280486405256802475946941E-1
1.75000000000000000000E+0,41,41,1,3.713572066704307803866763373037E+0,-2.135720667043078038667633730374E-1,7.023121472667523200676659016927E-1,7.017520599068388412918357884568E-1,7.028723747501941498099429977609E-1,4.073147225459070769819679589482E-1,4.069898928693986068311596549880E-1,4.076396334888101190458878084842E-1
1.75000000000000000000E+0,43,43,1,3.761200115693562423472842513346E+0,-2.612001156935624234728425133458E-1,5.905332988878888103504264655897E-1,5.899530963078845028591458773642E-1,5.911137656583503629782604360234E-1,3.387166961408078933476202210891E-1,3.383839049140277394607195361916E-1,3.390496389013271243100795488877E-1
1.75000000000000000000E+0,47,47,1,3.850147601710058586820950669772E+0,-3.501476017100585868209506697722E-1,3.840138570761083617872801393526E-1,3.834756575458788645672737712183E-1,3.845524739048746030162613978526E-1,2.156628530787588832191628302880E-1,2.153605992822456572188951166667E-1,2.159653412308594441000389737684E-1
1.75000000000000000000E+0,49,7,2,3.891820298110626610210705486886E+0,-3.918202981106266102107054868864E-1,2.960209876895842521508545230502E-1,2.955312320097377848178332597681E-1,2.965112163114397435265767078482E-1,8.229003489693427958008353395118E-2,8.215388910436703307287361021422E-2,8.242631216130942244361665409311E-2
1.75000000000000000000E+0,53,53,1,3.970291913552121834144469139029E+0,-4.702919135521218341444691390291E-1,1.583850982548869949072130397758E-1,1.580260187610238352071340227833E-1,1.587447170605647410894852397264E-1,8.637714050916378323374795530504E-2,8.618131236474161346255466747172E-2,8.657326277350569331609021640669E-2
1.75000000000000000000E+0,59,59,1,4.077537443905719450616050373720E+0,-5.775374439057194506160503737197E-1,4.559816927340959636762915519127E-2,4.543892873042506366460178169620E-2,4.575782670562060310204750612843E-2,2.420579542283401102643506338173E-2,2.412126255522275876156751625848E-2,2.429054959615754982664544795729E-2
1.75000000000000000000E+0,61,61,1,4.110873864173311248751389103426E+0,-6.108738641733112487513891034256E-1,2.730421432473939093129061612238E-2,2.719428403128798187432723889600E-2,2.741448358776714997361246270854E-2,1.437139473218284921061899775369E-2,1.431353364079874566850979289227E-2,1.442943423798774465837863154547E-2
1.75000000000000000000E+0,64,2,6,4.158883083359671856503392728749E+0,-6.588830833596718565033927287491E-1,1.126116131688440020900180449500E-2,1.120464836930060010322539548836E-2,1.131789768727221718151016540246E-2,9.757052770786428561051515024069E-4,9.708088032932874789897127043927E-4,9.806211089748328692704420961714E-4
1.75000000000000000000E+0,67,67,1,4.204692619390966059670071996364E+0,-7.046926193909660596700719963637E-1,3.902290126174095415882133664411E-3,3.877612558041958593727410523305E-3,3.927094338185579645917491213864E-3,2.004547751274627754600259684863E-3,1.991871255651094927860827776278E-3,2.017289301954384049833268168741E-3
1.75000000000000000000E+0,71,71,1,4.262679877041315421329454532513E+0,-7.626798770413154213294545325130E-1,6.595839149116979830434100306614E-4,6.537799192762675700569313936472E-4,6.654308358507294440470093046837E-4,3.336749472771779266578456908132E-4,3.307387811672016346470836488441E-4,3.366328287414740008035250836010E-4
1.75000000000000000000E+0,73,73,1,4.290459441148391129092108857439E+0,-7.904594411483911290921088574385E-1,2.194994378546500331559984174842E-4,2.171849694528124214791207084656E-4,2.218347199666240970378209132333E-4,1.102239024633349181013143087608E-4,1.090616683279220053363760787020E-4,1.113965884175697979852125796116E-4
1.75000000000000000000E+0,79,79,1,4.369447852467021494172945541481E+0,-8.694478524670214941729455414814E-1,1.906125089970130568838697594326E-6,1.867444585188840624755989011347E-6,1.945507374260231065730960626316E-6,9.370535555205521886267429971114E-7,9.180381694237218700165589041548E-7,9.564139373300892215778230519441E-7
1.75000000000000000000E+0,81,3,4,4.394449154672438765580980947690E+0,-8.944491546724387655809809476901E-1,1.706600908670320913556940632404E-7,1.660762549066682466572457109236E-7,1.753559719696710086452020210990E-7,2.083214144574863225515126637059E-8,2.027260161071590937009302967638E-8,2.140535841080235085910481602959E-8
1.75000000000000000000E+0,83,83,1,4.418840607796597923475472223291E+0,-9.188406077965979234754722232914E-1,6.838149817049300736210689907797E-9,6.580797602224138252766055471078E-9,7.104516288644473450538859382011E-9,3.316713066537986004185384856968E-9,3.191889323793281921355550013606E-9,3.445909001178760953902774693341E-9
1.75000000000000000000E+0,89,89,1,4.488636369732139838317815540670E+0,-9.886363697321398383178155406698E-1,9.917712309312008904138917914865E-23,6.474579600124470118115611083281E-23,1.503150000272391557848671536144E-22,4.718793005091936742413935198802E-23,3.080569386882901303676583591878E-23,7.151905082212803966364009722258E-23
2.00000000000000000000E+0,23,23,1,3.135494215929149690806752831810E+0,8.645057840708503091932471681898E-1,2.855590035122301752962252221766E-6,2.800451117765365723644896837684E-6,2.911677817271987120181433562328E-6,1.866972597904385505476939289887E-6,1.830923008671558131394142783101E-6,1.903642550895802395068628749161E-6
2.00000000000000000000E+0,25,5,2,3.218875824868200749201518666452E+0,7.811241751317992507984813335476E-1,3.249674369298249592106523957426E-4,3.217498035270358802532327662851E-4,3.282121089657650825550455142146E-4,1.046029826602795317963526414480E-4,1.035672664229269145805303933564E-4,1.056474022978908866800887881470E-4
2.00000000000000000000E+0,27,3,3,3.295836866004329074185735710768E+0,7.041631339956709258142642892324E-1,3.956239478858677037562828525996E-3,3.931290748044563323351570657320E-3,3.981315842191622845003438955224E-3,8.364599331988170632165993402360E-4,8.311850721036567807742062454829E-4,8.417617793864488176258816365288E-4
2.00000000000000000000E+0,29,29,1,3.367295829986474027183272032362E+0,6.327041700135259728167279676381E-1,1.869789332660977153665211982838E-2,1.861489409711946193467666143427E-2,1.878117833023962687370811189987E-2,1.169162699436998559682765551049E-2,1.163972831171787093132644148582E-2,1.174370436905899678356441870817E-2
2.00000000000000000000E+0,31,31,1,3.433987204485146245929164324542E+0,5.660127955148537540708356754576E-1,5.357249700211113455963110795440E-2,5.339411997762454748646904896539E-2,5.375131545254815011230011125562E-2,3.304149695086239823531913486020E-2,3.293148072536435555365799775223E-2,3.315178543124888749013661529703E-2
2.00000000000000000000E+0,32,2,5,3.465735902799726547086160607291E+0,5.342640972002734529138393927091E-1,8.045031828235167524155049793363E-2,8.021481625864230852896800008594E-2,8.068631813510439477785355409092E-2,9.857759955113971693613351342812E-3,9.828903358045917993959089024224E-3,9.886677552303750613501905839308E-3
2.00000000000000000000E+0,37,37,1,3.610917912644224444368095671031E+0,3.890820873557755556319043289686E-1,3.015365321020882998723279410885E-1,3.010430889295307249236923962739E-1,3.020304447446833862373721527571E-1,1.790015078939254736038767528248E-1,1.787085846075428327718314968654E-1,1.792947098723924191996691973624E-1
2.00000000000000000000E+0,41,41,1,3.713572066704307803866763373037E+0,2.864279332956921961332366269626E-1,5.306326790532627724547937462347E-1,5.300549185829194986120266733855E-1,5.312107554870590286969139984918E-1,3.077470655797710991193078724320E-1,3.074119861616067993820927121041E-1,3.080823282448957241649740510191E-1
2.00000000000000000000E+0,43,43,1,3.761200115693562423472842513346E+0,2.387998843064375765271574866542E-1,6.435839873033631682033615110547E-1,6.430089431787315314613728377278E-1,6.441592416818521067940987387555E-1,3.691453848225892435449149855395E-1,3.688155523704697418558458508092E-1,3.694753378716200968212020946578E-1
2.00000000000000000000E+0,47,47,1,3.850147601710058586820950669772E+0,1.498523982899414131790493302278E-1,8.387556931919777529252059203639E-1,8.382820552352598255831383515402E-1,8.392292572156077314455956107623E-1,4.710466627613999636730775077695E-1,4.707806668573721113373722821168E-1,4.713126171444764488668493867331E-1
2.00000000000000000000E+0,49,7,2,3.891820298110626610210705486886E+0,1.081797018893733897892945131136E-1,9.117268650187560257042669680847E-1,9.113503282133592246077378007798E-1,9.121031732205451190312546830981E-1,2.534483656866258645757667392961E-1,2.533436932878952216156137759498E-1,2.535529745364878862204628502974E-1
2.00000000000000000000E+0,53,53,1,3.970291913552121834144469139029E+0,2.970808644787816585553086097094E-2,9.929724242115372635843099788884E-1,9.928569938349297795252310182210E-1,9.930874008961000408686128938700E-1,5.415289667580737235645600154040E-1,5.414660154705529438105791006854E-1,5.415916706194040010960179092264E-1
2.00000000000000000000E+0,59,59,1,4.077537443905719450616050373720E+0,-7.753744390571945061605037371970E-2,9.533737398603387343903680028204E-1,9.530885652598278657315124730862E-1,9.536585790658447526730431465091E-1,5.060986016826534429344520511485E-1,5.059472167005423323907384593556E-1,5.062498086202727983475144939250E-1
2.00000000000000000000E+0,61,61,1,4.110873864173311248751389103426E+0,-1.108738641733112487513891034256E-1,9.075351715937768844578033922571E-1,9.071513841394105226388166208610E-1,9.079187403567555741920730100084E-1,4.776752053435234577629725107355E-1,4.774732013255956779657248014195E-1,4.778770942546688418227275417339E-1
2.00000000000000000000E+0,64,2,6,4.158883083359671856503392728749E+0,-1.588830833596718565033927287491E-1,8.209298182020733451301998830850E-1,8.204394281036051311002702367208E-1,8.214201671581758171749655620499E-1,7.112814861554445129914460688662E-2,7.108565955127848173540659426056E-2,7.117063411509606890999527933854E-2
2.00000000000000000000E+0,67,67,1,4.204692619390966059670071996364E+0,-2.046926193909660596700719963637E-1,7.225421018739287432316725543878E-1,7.219897517559112481110062670626E-1,7.230945651827605262395965274719E-1,3.711590114220046027323954377034E-1,3.708752774731724116951400000044E-1,3.714428035152558168071325569380E-1
2.00000000000000000000E+0,71,71,1,4.262679877041315421329454532513E+0,-2.626798770413154213294545325130E-1,5.870163901283687670181056853107E-1,5.864360979704186583910697303694E-1,5.875969497658488249049405226639E-1,2.969639777421577596525538598144E-1,2.966704154662564674825782862099E-1,2.972576753324838517240465121406E-1
2.00000000000000000000E+0,73,73,1,4.290459441148391129092108857439E+0,-2.904594411483911290921088574385E-1,5.211006612633397613093298979322E-1,5.205240412023504104265082009253E-1,5.216776047762008927672607653707E-1,2.616760617797312863999500562477E-1,2.613865060798074471650211282211E-1,2.619657799043424741903945513365E-1
