y,n,p,m,log_n,r_2y_minus_log_n,K_center,K_tail_low,K_tail_high,term_center,term_tail_low,term_tail_high
4.00000000000000000000E+0,1933,1933,1,7.566828479208330897396353932429E+0,4.331715207916691026036460675709E-1,2.182165546995354051512722005779E-1,2.181899018963584124230313243239E-1,2.182432095279666058934483200071E-1,3.755654713527841038841806721855E-2,3.755196000732112825138579805283E-2,3.756113461179565961376879508012E-2
4.00000000000000000000E+0,1949,1949,1,7.575071699507560811078896152377E+0,4.249283004924391889211038476229E-1,2.328490414252824159117281046910E-1,2.328215294443233267780327183632E-1,2.328765554012288557474054034135E-1,3.995354161985392173697298972959E-2,3.994882096019577874821193512266E-2,3.995826262182315889843822628434E-2
4.00000000000000000000E+0,1951,1951,1,7.576097340623111211033128391594E+0,4.239026593768887889668716084055E-1,2.347018718914734175456400357543E-1,2.346742552172517930832458006578E-1,2.347294905566805111964353628469E-1,4.025626373665188859273152083576E-2,4.025152690131250543511265832362E-2,4.026100091348678474971503220132E-2
4.00000000000000000000E+0,1973,1973,1,7.587310506022615346116162266036E+0,4.126894939773846538838377339640E-1,2.554090137913921092712080802608E-1,2.553802861829233868327021305778E-1,2.554377433441672819431954392264E-1,4.362752089377687803259141249759E-2,4.362261380643452962623879363783E-2,4.363242831323464015237021378131E-2
4.00000000000000000000E+0,1979,1979,1,7.590346945602565727162100604587E+0,4.096530543974342728378993954133E-1,2.611547595542097333230851322949E-1,2.611257421013528034034111964799E-1,2.611837789379176990308528604325E-1,4.455912720769966924764682910913E-2,4.455417614965537971615392831630E-2,4.456407859519243243386178362415E-2
4.00000000000000000000E+0,1987,1987,1,7.594381242551816848306987760715E+0,4.056187574481831516930122392854E-1,2.688770270218742175351449985219E-1,2.688476319865196499676922975557E-1,2.689064239697459232815490765952E-1,4.580861477064127522947612389534E-2,4.580360673456753055996622826752E-2,4.581362313255081849981438141883E-2
4.00000000000000000000E+0,1993,1993,1,7.597396320212794718754979210473E+0,4.026036797872052812450207895271E-1,2.747129085622677665000150717365E-1,2.746832370324004569261117833516E-1,2.747425819906407237612698558066E-1,4.675092410681688021923039876828E-2,4.674587457547807413910969174607E-2,4.675597396124532164233873219284E-2
4.00000000000000000000E+0,1997,1997,1,7.599401333415815215820324929406E+0,4.005986665841847841796750705936E-1,2.786237787734775073417726573150E-1,2.785939261125087303328504450414E-1,2.786536333235002515369874210177E-1,4.738146953629479103282705819050E-2,4.737639293101545696107756371087E-2,4.738654646281789472347573419826E-2
4.00000000000000000000E+0,1999,1999,1,7.600402334500400063551934535618E+0,3.995976654995999364480654643820E-1,2.805851482135205288519133033029E-1,2.805552059484193244244860390316E-1,2.806150923629192227226938215619E-1,4.769741745302331465397377657195E-2,4.769232748754540408815523707194E-2,4.770250773881797944539092021893E-2
4.00000000000000000000E+0,2003,2003,1,7.602401335665818253325206634378E+0,3.975986643341817466747933656220E-1,2.845195061989483759301489299501E-1,2.844893866508682311798873714086E-1,2.845496276217558447654488450959E-1,4.833061975022356313068267398327E-2,4.832550341762212748075384433432E-2,4.833573640128025918146419077206E-2
4.00000000000000000000E+0,2011,2011,1,7.606387389772652046759352193648E+0,3.936126102273479532406478063518E-1,2.924333087336261123304579040984E-1,2.924028423307489090209760706352E-1,2.924637769918828430728492825100E-1,4.960200626466215698493729626536E-2,4.959683860878560535617887086793E-2,4.960717423524481149092500370337E-2
4.00000000000000000000E+0,2017,2017,1,7.609366537954211772388612913794E+0,3.906334620457882276113870862057E-1,2.984065580127081802617764380753E-1,2.983758382229661311616656176628E-1,2.984372796431596493479945398218E-1,5.055963365336508661901085681814E-2,5.055442873653748707197267690567E-2,5.056483888206784922071740323904E-2
4.00000000000000000000E+0,2027,2027,1,7.614312146452000035929062265202E+0,3.856878535479999640709377347978E-1,3.084302526325609054975713668179E-1,3.083991234004154435358607461780E-1,3.084613836807124017216123813037E-1,5.216278515609336234421352868288E-2,5.215752047328543967966559382963E-2,5.216805014603047158776521668091E-2
4.00000000000000000000E+0,2029,2029,1,7.615298339825814742930288631397E+0,3.847016601741852570697113686028E-1,3.104447982323878668378327902160E-1,3.104135890412501900171006722163E-1,3.104760092345578816682720204176E-1,5.248440593572608868923011885225E-2,5.247912964871492946120697015856E-2,5.248968252891392387391343855210E-2
4.00000000000000000000E+0,2039,2039,1,7.620214770574455175846002687841E+0,3.797852294255448241539973121590E-1,3.205639295837709784723953439746E-1,3.205323302324444556374337850629E-1,3.205955307211220813167172282609E-1,5.409700878690919273996411431353E-2,5.409167621443732696304795140393E-2,5.410234166078298955713922622274E-2
4.00000000000000000000E+0,2048,2,11,7.624618986159398403589553336040E+0,3.753810138406015964104466639601E-1,3.297337413517857234178735230143E-1,3.297018045592944981159940771022E-1,3.297656799076244364215884663516E-1,5.050377892756868773362711601750E-3,5.049888731805059574102569831464E-3,5.050867080717048825506105181033E-3
4.00000000000000000000E+0,2053,2053,1,7.627057417018933571332337633029E+0,3.729425829810664286676623669705E-1,3.348520709217543850316346813123E-1,3.348199522559610892897901328278E-1,3.348841913382377987216359662117E-1,5.636578118126225577039234518588E-2,5.636037463358000464429635634021E-2,5.637118802363886501357626200569E-2
4.00000000000000000000E+0,2063,2063,1,7.631916513071251823067056437340E+0,3.680834869287481769329435626602E-1,3.451366896308815098745002912768E-1,3.451042191660683188336700982185E-1,3.451691618209593563028955686383E-1,5.799293999308809593582935281600E-2,5.798748401644454358454927544524E-2,5.799839625962597896256509539470E-2
4.00000000000000000000E+0,2069,2069,1,7.634820677745543030669535599485E+0,3.651793222544569693304644005148E-1,3.513362512897907368621198193759E-1,3.513035773675493340294232569185E-1,3.513689269219760413414347446255E-1,5.897141638305695044498791359493E-2,5.896593209993418183140670868906E-2,5.897690095319198564217940652791E-2
4.00000000000000000000E+0,2081,2081,1,7.640603826393634425054827008369E+0,3.593961736063655749451729916309E-1,3.637945299172495960014736528489E-1,3.637614661516485597550804375968E-1,3.638275953620113239427299373422E-1,6.093233290057250952614137334351E-2,6.092679501529147712382549069774E-2,6.093787106709795284134285070179E-2
4.00000000000000000000E+0,2083,2083,1,7.641564441260971993831475900747E+0,3.584355587390280061685240992529E-1,3.658780646689697146695877516951E-1,3.658449381350430092249576015586E-1,3.659111928769078944102432883204E-1,6.125958044576205228460488483729E-2,6.125403401440709167819630383304E-2,6.126512715739957279125814695607E-2
4.00000000000000000000E+0,2087,2087,1,7.643482907077200748790535579832E+0,3.565170929227992512094644201678E-1,3.700508755372477185647816772491E-1,3.700176253514403763169843761537E-1,3.700841273867513657292011609634E-1,6.191437742424835784090827023319E-2,6.190881423094280664848512760857E-2,6.191994089591217745355276765312E-2
4.00000000000000000000E+0,2089,2089,1,7.644440761556565786275370803253E+0,3.555592384434342137246291967468E-1,3.721400654832459625151076252200E-1,3.721067544126271397340505890919E-1,3.721733782123948946085250557889E-1,6.224191258397892112520590478602E-2,6.223634117434625189096704959568E-2,6.224748427100737666820070196439E-2
4.00000000000000000000E+0,2099,2099,1,7.649216319820632988192572808475E+0,3.507836801793670118074271915245E-1,3.826121515119070658638621578395E-1,3.825785454039085553821034445668E-1,3.826457592525123413126855864454E-1,6.388067293701132003288895003891E-2,6.387506208334330233171443598137E-2,6.388628406325828844302325598166E-2
4.00000000000000000000E+0,2111,2111,1,7.654917047848320609737333874786E+0,3.450829521516793902626661252136E-1,3.952305888957511746227131976311E-1,3.951966493162886487207583485215E-1,3.952645300764821017328661925075E-1,6.584865697212435970206943676639E-2,6.584300235988381899926841829273E-2,6.585431185114934633061991293905E-2
4.00000000000000000000E+0,2113,2113,1,7.655864017616056699352502412914E+0,3.441359823839433006474975870864E-1,3.973385867212188147632505816930E-1,3.973045937375038967914080851773E-1,3.973725813009511841342983107356E-1,6.617671501424476406375850298794E-2,6.617105348508307628206367139972E-2,6.618237680922305151315969466151E-2
4.00000000000000000000E+0,2129,2129,1,7.663407664893479470704822503963E+0,3.365923351065205292951774960369E-1,4.142458614844362972886702055119E-1,4.142114635446285637668030598041E-1,4.142802609779127730828121010469E-1,6.880060806996828450091828390822E-2,6.879489503962769013833355184755E-2,6.880632135835214289174593797727E-2
4.00000000000000000000E+0,2131,2131,1,7.664346632098617138887033416158E+0,3.356533679013828611129665838418E-1,4.163640772577241244243478635575E-1,4.163296314769102887319174125071E-1,4.163985245868654098631432123810E-1,6.912842561526674193515966303962E-2,6.912270662381956408245089398805E-2,6.913414486378085899841634034906E-2
4.00000000000000000000E+0,2137,2137,1,7.667158255319147619834389513736E+0,3.328417446808523801656104862644E-1,4.227241757030975258662134011402E-1,4.226895900953731830306009704353E-1,4.227587628430531469321751783046E-1,7.011149897122007281652789504607E-2,7.010576272773139335995757072015E-2,7.011723546883907616252316977613E-2
4.00000000000000000000E+0,2141,2141,1,7.669028288589682796566326823944E+0,3.309717114103172034336731760561E-1,4.269683896310049059692448971435E-1,4.269337138825327966327615295299E-1,4.270030669009134265445574435849E-1,7.076650210990954710032241110682E-2,7.076075488953678153274428841910E-2,7.077224958244789593057175301456E-2
4.00000000000000000000E+0,2143,2143,1,7.669961995473577017883161155551E+0,3.300380045264229821168388444486E-1,4.290916234598189638574670696451E-1,4.290569035633671544784100364558E-1,4.291263448722893457802526285063E-1,7.109387119430190044852758646821E-2,7.108811864237296357644203320332E-2,7.109962399741175820541800725120E-2
4.00000000000000000000E+0,2153,2153,1,7.674617497364363030438716538681E+0,3.253825026356369695612834613187E-1,4.397175064615562504167159119679E-1,4.396825750412378433736645208106E-1,4.397524393705837870470503293363E-1,7.272914483542171896215907737514E-2,7.272336718888658713135609008031E-2,7.273492272818889821551377748656E-2
4.00000000000000000000E+0,2161,2161,1,7.678326356506885974481873424336E+0,3.216736434931140255181265756636E-1,4.482275585206083962239934252497E-1,4.481924689323745013525281255644E-1,4.482626495754146851204568974653E-1,7.403511216673788848576559135711E-2,7.402931631248618787420170399596E-2,7.404090826322782195085428783833E-2
4.00000000000000000000E+0,2179,2179,1,7.686621334944619875386417037180E+0,3.133786650553801246135829628195E-1,4.673922142962790334010768886542E-1,4.673568047352007407474832655345E-1,4.674276252730334964693982364080E-1,7.696412665721098245158088888216E-2,7.695829586700877676572531755436E-2,7.696995768052849633623184164490E-2
4.00000000000000000000E+0,2187,3,7,7.690286020676767839766716658458E+0,3.097139793232321602332833415423E-1,4.759118978300443570507675446774E-1,4.758763620292015867354363850317E-1,4.759474350233960792213889596079E-1,1.118012407699294238628399559388E-2,1.117928926982714347052656411173E-2,1.118095891687156678728547512603E-2
4.00000000000000000000E+0,2197,13,3,7.694848072384610208160462324696E+0,3.051519276153897918395376753040E-1,4.865583011745425570039743192499E-1,4.865226214217136022505168116996E-1,4.865939822903914280437398671456E-1,2.662555399071859888534526286030E-2,2.662360151517141458321253857281E-2,2.662750654085326897057872419482E-2
4.00000000000000000000E+0,2203,2203,1,7.697575346802343123512763437817E+0,3.024246531976568764872365621826E-1,4.929426860020803624491680985941E-1,4.929069272782854641162807936280E-1,4.929784460708993718900996265474E-1,8.084313139964085473630637537842E-2,8.083726693042663410016243002824E-2,8.084899608944047817429625802300E-2
4.00000000000000000000E+0,2207,2207,1,7.699389406256736399942536889248E+0,3.006105937432636000574631107523E-1,4.971968990609314697216967152111E-1,4.971610907795088419048708779849E-1,4.972327086752483484046743389966E-1,8.148609950759991272718925469546E-2,8.148023085236752599852934545269E-2,8.149196838128167788987806152202E-2
4.00000000000000000000E+0,2209,47,2,7.700295203420117173641901339544E+0,2.997047965798828263580986604557E-1,4.993232846201465973545212205114E-1,4.992874524880936797466208941113E-1,4.993591180789878695627454195197E-1,4.090358184592013625355317975804E-2,4.090064654810550436320942706222E-2,4.090651725242266179158356513519E-2
4.00000000000000000000E+0,2213,2213,1,7.702104340051049658315848957141E+0,2.978956599489503416841510428591E-1,5.035744346414227469568212473095E-1,5.035385566667851987057692932408E-1,5.036103139305530179430002092386E-1,8.244842514426928183369789435535E-2,8.244255097293979757778133580007E-2,8.245429953081591651998888140355E-2
4.00000000000000000000E+0,2221,2221,1,7.705712823894427442732571016958E+0,2.942871761055725572674289830416E-1,5.120692513209349470799387116988E-1,5.120332891098327549238283398668E-1,5.121052148215928482845430158487E-1,8.372732932069274841319035352900E-2,8.372144921778813876874455898425E-2,8.373320963444980672617136058401E-2
4.00000000000000000000E+0,2237,2237,1,7.712890961490129607925312704899E+0,2.871090385098703920746872951012E-1,5.290210133837000908520717441243E-1,5.289849126198060583160853506107E-1,5.290571153858139351279846365533E-1,8.626946857433643326509530971692E-2,8.626358148547327897164641323348E-2,8.627535586512080133751592281430E-2
4.00000000000000000000E+0,2239,2239,1,7.713784616598754827060110780832E+0,2.862153834012451729398892191677E-1,5.311357466241610445498687986783E-1,5.310996313581641950272928352481E-1,5.311718631218172083646113623578E-1,8.658566424100675120413212006960E-2,8.657977673613543887194194998191E-2,8.659155194666296744163773028524E-2
4.00000000000000000000E+0,2243,2243,1,7.715569534520208317638198683316E+0,2.844304654797916823618013166836E-1,5.353620034788960489059677961941E-1,5.353258610940027169193026456244E-1,5.353981470822286308045917945017E-1,8.721695042545738050385505502446E-2,8.721106239348832837751196984876E-2,8.722283865592493451387149930854E-2
4.00000000000000000000E+0,2251,2251,1,7.719129840906732242278424734812E+0,2.808701590932677577215752651876E-1,5.438007044354859842113527787000E-1,5.437645153738911845014513464660E-1,5.438368946886756648005494368553E-1,8.847495785781803779249046224091E-2,8.846906999177925126964855947291E-2,8.848084591772620699446907855511E-2
4.00000000000000000000E+0,2267,2267,1,7.726212650507528994278039570161E+0,2.737873494924710057219604298391E-1,5.606151031539054198234679428696E-1,5.605788511504029527112382425388E-1,5.606513562936392646944837694552E-1,9.097157017471313115428804650185E-2,9.096568752606159587518043781651E-2,9.097745300774206178893554417490E-2
4.00000000000000000000E+0,2269,2269,1,7.727094484779841727504583563660E+0,2.729055152201582724954164363399E-1,5.627103250640769302242460176876E-1,5.626740680590801048894372030951E-1,5.627465831982231912899145241942E-1,9.128172924503987653025188214756E-2,9.127584770712251310315395368417E-2,9.128761096612557449579465798159E-2
4.00000000000000000000E+0,2273,2273,1,7.728855823852543205358525594928E+0,2.711441761474567946414744050725E-1,5.668960067451426073867298439956E-1,5.668597416568258628842096665407E-1,5.669322729483350146384690642527E-1,9.190071406838911266271305664241E-2,9.189483505800200946971737968024E-2,9.190659325951107425132167897080E-2
4.00000000000000000000E+0,2281,2281,1,7.732369222284388030810466064812E+0,2.676307777156119691895339351878E-1,5.752473668560547905315565410756E-1,5.752110933028095835269818264843E-1,5.752836414951837461671305917922E-1,9.313321178673101536908900472498E-2,9.312733905664777019113521213320E-2,9.313908469262009115821820415453E-2
4.00000000000000000000E+0,2287,2287,1,7.734996194022781139521216434877E+0,2.650038059772188604787835651229E-1,5.814923133752805731494035512839E-1,5.814560402385188405178690217942E-1,5.815285875757885297843714005720E-1,9.405264213452501431240179410682E-2,9.404677518792490307128769856835E-2,9.405850925317923637643683079342E-2
4.00000000000000000000E+0,2293,2293,1,7.737616282857904440503370337042E+0,2.623837171420955594966296629581E-1,5.877203236789380037193730495264E-1,5.876840567825127973313092495790E-1,5.877565916166307594165372680851E-1,9.496768916464622789468605937506E-2,9.496182892260947825060990818238E-2,9.497354957493779020377362794623E-2
4.00000000000000000000E+0,2297,2297,1,7.739359202689098250840035843708E+0,2.606407973109017491599641562923E-1,5.918624716013230896069823849559E-1,5.918262121117950413332888089907E-1,5.918987321169420313928695909857E-1,9.557522071239710947366068224833E-2,9.556936545229726583554975135611E-2,9.558107613819231026641070390593E-2
4.00000000000000000000E+0,2309,2309,1,7.744569809354495357106619395794E+0,2.554301906455046428933806042062E-1,6.042386352015083600243309907113E-1,6.042024135903183303636934331889E-1,6.042748577923368847945497714274E-1,9.738539343245935978389692051997E-2,9.737955558024171363000279828577E-2,9.739123144256575172448354657116E-2
4.00000000000000000000E+0,2311,2311,1,7.745435610274380726768168394446E+0,2.545643897256192732318316055536E-1,6.062936450208451467017069320601E-1,6.062574320148266206310783905178E-1,6.063298589986251053607285709971E-1,9.768522727590529988342430299746E-2,9.767939268444567502988478026100E-2,9.769106202393383681436619536704E-2
4.00000000000000000000E+0,2333,2333,1,7.754910272021429968820346692031E+0,2.450897279785700311796533079693E-1,6.287406725437250751227380020802E-1,6.287045977367655098246362631984E-1,6.287767482332516098634613008227E-1,1.009464296470279879172502019348E-1,1.009406377154387035905655869014E-1,1.009522217203163675628152632136E-1
4.00000000000000000000E+0,2339,2339,1,7.757478766584179025647251312426E+0,2.425212334158209743527486875735E-1,6.348088187976303292316226722073E-1,6.347727956167006640352359920402E-1,6.348448428359951153185094576785E-1,1.018235972852527924242463109457E-1,1.018178191521215238963693775013E-1,1.018293755559170092390606756614E-1
4.00000000000000000000E+0,2341,2341,1,7.758333467490910765752229176833E+0,2.416665325090892342477708231667E-1,6.368260842597393134872226654847E-1,6.367900796220439260566942340600E-1,6.368620897464164917613919487888E-1,1.021147737161616741827099578092E-1,1.021090003888406511447295677584E-1,1.021205471796165422435659707056E-1
4.00000000000000000000E+0,2347,2347,1,7.760893195851023513627976221463E+0,2.391068041489764863720237785372E-1,6.428610729797964354926750380894E-1,6.428251279851749788875360291789E-1,6.428970187978130417061370763718E-1,1.029846010220574539657706808045E-1,1.029788427313700552475400424648E-1,1.029903594446505233335841393393E-1
4.00000000000000000000E+0,2351,2351,1,7.762596048540069510570337587291E+0,2.374039514599304894296624127089E-1,6.468700664310967964649005223993E-1,6.468341645496680968410125658849E-1,6.469059691186752345432731497155E-1,1.035613557215380597608655623132E-1,1.035556079713998856346659923235E-1,1.035671036007376392006815427400E-1
4.00000000000000000000E+0,2357,2357,1,7.765144902936131113985749332017E+0,2.348550970638688860142506679833E-1,6.528614082242956018150691241753E-1,6.528255760521496113360028076943E-1,6.528972411764444979314672407045E-1,1.044217027080914763409468926339E-1,1.044159715431304616765891775734E-1,1.044274339978097986020901032685E-1
4.00000000000000000000E+0,2371,2371,1,7.771067086065405480131496299732E+0,2.289329139345945198685037002678E-1,6.667333232527740946910734562889E-1,6.666976773356773983309892296534E-1,6.667689698875864280701198409676E-1,1.064062266972925565600952418310E-1,1.064005378447886507745638377261E-1,1.064119156643391289761919315309E-1
4.00000000000000000000E+0,2377,2377,1,7.773594467360193923520449096924E+0,2.264055326398060764795509030763E-1,6.726301065891770714815419019218E-1,6.725945506447323814813224442528E-1,6.726656632241071123613333024415E-1,1.072466146153409902913493470038E-1,1.072409454449696539871259645480E-1,1.072522838958058469389148609922E-1
4.00000000000000000000E+0,2381,2381,1,7.775275846486862780798794478254E+0,2.247241535131372192012055217461E-1,6.765445493687698035786793402543E-1,6.765090567986574695040005087333E-1,6.765800426110394702425310157552E-1,1.078034121971183997506336382194E-1,1.077977566639102392259561786612E-1,1.078090678374308951694931512317E-1
4.00000000000000000000E+0,2383,2383,1,7.776115477098742122816819152343E+0,2.238845229012578771831808476571E-1,6.784966517017363374246521814063E-1,6.784611918378348316196385331091E-1,6.785321122285794791699153964525E-1,1.080807597732413138285604393318E-1,1.080751112132634301932739921058E-1,1.080864084388221293545634683607E-1
4.00000000000000000000E+0,2389,2389,1,7.778630147325809533638523666288E+0,2.213698526741904663614763337116E-1,6.843321031309537975625552616822E-1,6.842967454665146388812146663387E-1,6.843674614304835142327877695886E-1,1.089085463892689533053811165212E-1,1.089029193672131848087679090834E-1,1.089141735123966855162030984601E-1
4.00000000000000000000E+0,2393,2393,1,7.780303087908373323160439456746E+0,2.196969120916266768395605432538E-1,6.882047095050800355360872150998E-1,6.881694233778424334508239017476E-1,6.882399962486732033939106973737E-1,1.094568149396088819365542452193E-1,1.094512027910059476901417158219E-1,1.094624271862412486584896055803E-1
4.00000000000000000000E+0,2399,2399,1,7.782807262839694573422632058641E+0,2.171927371603054265773679413585E-1,6.939864500554990445098575930215E-1,6.939512763466920272388648578656E-1,6.940216243523126632769235739052E-1,1.102737497417118046648003246888E-1,1.102681606747175388846280439680E-1,1.102793389021397287169272874878E-1
4.00000000000000000000E+0,2401,7,4,7.783640596221253220421410973773E+0,2.163594037787467795785890262273E-1,6.959063269674966048259925518136E-1,6.958711920959662019506056305964E-1,6.959414624175192453812604537451E-1,2.763614662118075337637224063443E-2,2.763475132928081938569585306618E-2,2.763754193605403260074248393999E-2
4.00000000000000000000E+0,2411,2411,1,7.787796878181171049724695000570E+0,2.122031218188289502753049994304E-1,7.054490401832190296246805155027E-1,7.054141097417109627382402624121E-1,7.054839711551740241835572560816E-1,1.118875224874434423143600155934E-1,1.118819823557867104488830018868E-1,1.118930627032315418161592151490E-1
4.00000000000000000000E+0,2417,2417,1,7.790282380703483011685804711125E+0,2.097176192965169883141952888753E-1,7.111282207732775528806388237595E-1,7.110934211908421374467783210297E-1,7.111630208569636653127246517414E-1,1.126841384943927788320070393916E-1,1.126786242132095130051500855925E-1,1.126896528550033565148603364976E-1
4.00000000000000000000E+0,2423,2423,1,7.792761720816525732007401326503E+0,2.072382791834742679925986734971E-1,7.167715549300546634434678094365E-1,7.167368923613010835649490991752E-1,7.168062179705950857245351773076E-1,1.134737616598535527743407888632E-1,1.134682741484725440288135222907E-1,1.134792492459242270636770449955E-1
4.00000000000000000000E+0,2437,2437,1,7.798523053625206224918685517528E+0,2.014769463747937750813144824720E-1,7.297953346121429767518734586581E-1,7.297610156814484992321664470194E-1,7.298296539448778751505339915474E-1,1.152884176438029982466547715323E-1,1.152829961577680177465369675755E-1,1.152938391933497631522136161617E-1
4.00000000000000000000E+0,2441,2441,1,7.800163070392960069109342988957E+0,1.998369296070399308906570110431E-1,7.334783048353402279966971790803E-1,7.334440902414562278440746616919E-1,7.335125198110910913043369826813E-1,1.157996015507900305390192231091E-1,1.157941998418194035763916006972E-1,1.158050033200487809639053410525E-1
4.00000000000000000000E+0,2447,2447,1,7.802618063442671662546740809792E+0,1.973819365573283374532591902083E-1,7.389701098938878057777149957800E-1,7.389360569307536779492486681500E-1,7.390041632084322997201586978485E-1,1.165601872381984480976412271073E-1,1.165548159522617281839275923826E-1,1.165655585795642814806002888034E-1
4.00000000000000000000E+0,2459,2459,1,7.807510042216192565661766468012E+0,1.924899577838074343382335319880E-1,7.498332706568040440206699007668E-1,7.497995593882085867765968957932E-1,7.498669822152202308835969381516E-1,1.180586991638028711578987201711E-1,1.180533914391748947183743811172E-1,1.180640069340621361364543104306E-1
4.00000000000000000000E+0,2467,2467,1,7.810758116529356698507920042285E+0,1.892418834706433014920799577153E-1,7.569836372802415368218622350993E-1,7.569501674396061430659865958889E-1,7.570171073691627189885490177243E-1,1.190405996959240557893682245046E-1,1.190353363458267150839418631796E-1,1.190458630850659513475124437152E-1
4.00000000000000000000E+0,2473,2473,1,7.813187267521416204966374017645E+0,1.868127324785837950336259823552E-1,7.622969417914905997337313854113E-1,7.622636601632863428436105686183E-1,7.623302236365937163902560516132E-1,1.197678774410497380486919075121E-1,1.197626484157850711409560677138E-1,1.197731065003923536263460150540E-1
4.00000000000000000000E+0,2477,2477,1,7.814803429489359557548091850033E+0,1.851965705106404424519081499671E-1,7.658151616624833181419106489681E-1,7.657820089039254874345675698372E-1,7.658483146169076963530782625215E-1,1.202483194169496929522557415246E-1,1.202431137698168250970055687173E-1,1.202535250948375319107228012470E-1
4.00000000000000000000E+0,2503,2503,1,7.825245291431774214404348921888E+0,1.747547085682257855956510781119E-1,7.881996118012823044818657895254E-1,7.881673626004621729795686290342E-1,7.882318610593382697485026494484E-1,1.232831583018095380432272918315E-1,1.232781141692442742628392312644E-1,1.232882024433271208159826446046E-1
4.00000000000000000000E+0,2521,2521,1,7.832410927187919824895716383514E+0,1.675890728120801751042836164864E-1,8.031835506346543480193713428535E-1,8.031519934039204341546599368139E-1,8.032151078249458723949439981029E-1,1.252921458177629916062381475302E-1,1.252872230661060458408232490326E-1,1.252970685631111505979597367601E-1
4.00000000000000000000E+0,2531,2531,1,7.836369760545124053055900987839E+0,1.636302394548759469440990121605E-1,8.113182541927939376627540698483E-1,8.112871046407529176249196987556E-1,8.113494036496259429927431865928E-1,1.263746875815757001776225707982E-1,1.263698355831310127675759117455E-1,1.263795395651901906501867683867E-1
4.00000000000000000000E+0,2539,2539,1,7.839525581704678435171550948010E+0,1.604744182953215648284490519899E-1,8.177256786698752188590470958591E-1,8.176948671231966499777052835166E-1,8.177564900773100645570505232802E-1,1.272231273731617276292313016235E-1,1.272183336612484269218739973117E-1,1.272279210634112572302652106189E-1
4.00000000000000000000E+0,2543,2543,1,7.841099765422119635999455043255E+0,1.589002345778803640005449567448E-1,8.208953914259620936285185528052E-1,8.208647528147412959608699133037E-1,8.209260298758556616777889540982E-1,1.276414170535154874783982765611E-1,1.276366530412020780275161024854E-1,1.276461810407440488318418349904E-1
4.00000000000000000000E+0,2549,2549,1,7.843456404376115442248877127814E+0,1.565435956238845577511228721856E-1,8.256069039908698983966979978027E-1,8.255765296755252038763407318682E-1,8.256372781116874694733570167201E-1,1.282613731960207638284155442577E-1,1.282566544232280855263742720687E-1,1.282660919385928663865353513593E-1
4.00000000000000000000E+0,2551,2551,1,7.844240718141811394977856203625E+0,1.557592818581886050221437963750E-1,8.271658284918437205535839895453E-1,8.271355435755176210772424201982E-1,8.271961132025576274906729514303E-1,1.284660195454880828582839730087E-1,1.284613160356008625478878299989E-1,1.284707230234419482890439805147E-1
4.00000000000000000000E+0,2557,2557,1,7.846589975291186619377419914938E+0,1.534100247088133806225800850623E-1,8.318075237519431498774482181551E-1,8.317775109181271961181869023068E-1,8.318375363468416267688803031294E-1,1.290739020108955527722524277460E-1,1.290692448354548255106360635353E-1,1.290785591492627863260564914416E-1
4.00000000000000000000E+0,2579,2579,1,7.855157005881344777689624452934E+0,1.448429941186552223103755470661E-1,8.483677767071718869224879648357E-1,8.483388109067403115277598707792E-1,8.483967421460746624746429528553E-1,1.312240276480859429857932524239E-1,1.312195472692914594110055786668E-1,1.312285079709597910429777200430E-1
4.00000000000000000000E+0,2591,2591,1,7.859799180562109971830292480295E+0,1.402008194378900281697075197052E-1,8.570885872642216994056772698308E-1,8.570602248438052867273140632452E-1,8.571169492560453006656407264521E-1,1.323437558618266596521562745227E-1,1.323393763970910231036364842958E-1,1.323481352603829265983544502221E-1
4.00000000000000000000E+0,2593,2593,1,7.860570785538664385020602098889E+0,1.394292144613356149793979011113E-1,8.585201691065268459571957244993E-1,8.584919094342399680724953636846E-1,8.585484283390400731893357300218E-1,1.325266826374667340892179258069E-1,1.325223202931032935462018088067E-1,1.325310449139438917822846901137E-1
4.00000000000000000000E+0,2609,2609,1,7.866722285136728431865191725490E+0,1.332777148632715681348082745096E-1,8.697438149530701803730131453120E-1,8.697163994566821431462276850016E-1,8.697712299202864547909790111619E-1,1.339516687109941627414795250938E-1,1.339474463739949442150582260251E-1,1.339558909664941634013103870370E-1
4.00000000000000000000E+0,2617,2617,1,7.869783902530145857378922519459E+0,1.302160974698541426210774805413E-1,8.752007824744046514902459604880E-1,8.751738036861732769914001079839E-1,8.752277606888490763478777910288E-1,1.346383073490993931841601209951E-1,1.346341570118801639557681148343E-1,1.346424575980489302165727630571E-1
4.00000000000000000000E+0,2621,2621,1,7.871311203323406341330390766925E+0,1.286887966765936586696092330753E-1,8.778899787674138028125836524566E-1,8.778632219390926822738327324685E-1,8.779167349996757577326114815776E-1,1.349751019655693379386327618827E-1,1.349709881179138616225733010177E-1,1.349792157215810449866363603746E-1
4.00000000000000000000E+0,2633,2633,1,7.875879159496309402202867626707E+0,1.241208405036905977971323732933E-1,8.857985169391258612947125097569E-1,8.857724402335284771111484355954E-1,8.858245929820408771814654728571E-1,1.359591883799159578790982139504E-1,1.359551859260160649635621637548E-1,1.359631907321022497619214082631E-1
