y,n,p,m,log_n,r_2y_minus_log_n,K_center,K_tail_low,K_tail_high,term_center,term_tail_low,term_tail_high
3.00000000000000000000E+0,149,149,1,5.003946305945459140992428275104E+0,9.960536940545408590075717248959E-1,6.401358563744094060979643977493E-32,-1.179444891138098391122532863437E-35,-1.886201703606763530372306685669E-32,2.624168155740158767853256080055E-32,-4.835007590896054511949627010434E-36,-7.732281197216153780097767022466E-33
3.00000000000000000000E+0,151,151,1,5.017279836814924328796236299484E+0,9.827201631850756712037637005155E-1,2.722449310725024451461195037651E-19,2.679096334461990938934382318783E-19,2.766457274583411481985931704497E-19,1.111577258423063620303008156278E-19,1.093876219028464475561521593906E-19,1.129545729542718569282909672748E-19
3.00000000000000000000E+0,157,157,1,5.056245805348308057424445236403E+0,9.437541946516919425755547635965E-1,5.036076646069583603130256866417E-11,5.016906580304699271574982212744E-11,5.055313405666603738649783856782E-11,2.032219824577556879102208587696E-11,2.024484082962850091290835666608E-11,2.039982479310821782648445636587E-11
3.00000000000000000000E+0,163,163,1,5.093750200806762334064932366121E+0,9.062497991932376659350676338793E-1,4.126104805652603394508558129562E-8,4.117921337709252607339454102791E-8,4.134302801541036550906016657887E-8,1.646205681159486708073886702464E-8,1.642940695887790521504242654062E-8,1.649476462693482728927633647807E-8
3.00000000000000000000E+0,167,167,1,5.117993812416755107259750776745E+0,8.820061875832448927402492232552E-1,6.177208883759592111668874043034E-7,6.168162021221737041654892325852E-7,6.186267463045289259608985383330E-7,2.446435714936346980571638129240E-7,2.442852775126926462738175962659E-7,2.450023295072964320843520716620E-7
3.00000000000000000000E+0,169,13,2,5.129898714923073472106974883131E+0,8.701012850769265278930251168694E-1,1.804160004204730185265576299427E-6,1.801836836949738685582878556896E-6,1.806485802107376794526269023946E-6,3.559676187340558542087944732090E-7,3.555092490142123058100424427879E-7,3.564265074906696088391138279713E-7
3.00000000000000000000E+0,173,173,1,5.153291594497778946933500388441E+0,8.467084055022210530664996115590E-1,1.052748279398713107018278863935E-5,1.051665796571019914676782775352E-5,1.053831730046509084590980604365E-5,4.124641489976582494474677957924E-6,4.120400349268339631903727862265E-6,4.128886422579838532827808818763E-6
3.00000000000000000000E+0,179,179,1,5.187385805840754996177804430021E+0,8.126141941592450038221955699786E-1,7.750161209363238919140493392142E-5,7.744141724077019429148452523491E-5,7.756184690698936600658805464450E-5,3.004919002615216502311087902362E-5,3.002585107198864282371747706983E-5,3.007254447393535270932177547345E-5
3.00000000000000000000E+0,181,181,1,5.198497031265825746839087038633E+0,8.015029687341742531609129613670E-1,1.333855662799000746225977726733E-4,1.332901420891203685469628903367E-4,1.334810485068143774697522789817E-4,5.154034837703031848743284024874E-5,5.150347635126658800437397778745E-5,5.157724282802849522985168301983E-5
3.00000000000000000000E+0,191,191,1,5.252273428046629872849949952202E+0,7.477265719533701271500500477976E-1,1.106048184386273929809270573922E-3,1.105490718266643611643443815655E-3,1.106605883251077486135683701341E-3,4.203438430384938149619382579786E-4,4.201319829636823466659731175221E-4,4.205557915660525945101539162234E-4
3.00000000000000000000E+0,193,193,1,5.262690188904885551854931053383E+0,7.373098110951144481450689466169E-1,1.544409354323196945219088752458E-3,1.543676842350926105922612615207E-3,1.545142152461147897955246624657E-3,5.850480997311912489556808871057E-4,5.847706119419546924529282417922E-4,5.853256959247746776128205506190E-4
3.00000000000000000000E+0,197,197,1,5.283203728737988506779797329163E+0,7.167962712620114932202026708372E-1,2.820290367222503385311228059695E-3,2.819097819040702405728929636607E-3,2.821483325751040309325922378167E-3,1.061593055949183604489117144830E-3,1.061144165691854698434457456748E-3,1.062042100666227181354082765205E-3
3.00000000000000000000E+0,199,199,1,5.293304824724492395410121291869E+0,7.066951752755076045898787081315E-1,3.703522187730663106128341466844E-3,3.702039217876456942781308105299E-3,3.705005637767411951425401383339E-3,1.389681631034058707216886867354E-3,1.389125172651658586410936368720E-3,1.390238269596521288300167870237E-3
3.00000000000000000000E+0,211,211,1,5.351858133476066495741956265454E+0,6.481418665239335042580437345457E-1,1.397099172026018754880555892327E-2,1.396682104391459875062051181181E-2,1.397516336768056391408795230158E-2,5.147431789124223336226884359688E-3,5.145895157191910344165780788317E-3,5.148968778836522976711762297963E-3
3.00000000000000000000E+0,223,223,1,5.407171771460118758636105209723E+0,5.928282285398812413638947902769E-1,3.636788250919158807123704233364E-2,3.635940629824547092795706846176E-2,3.637636021247370117261436888273E-2,1.316848307792000724902223362941E-2,1.316541391819148542805266831878E-2,1.317155277800996761066915543611E-2
3.00000000000000000000E+0,227,227,1,5.424950017481402675013381576833E+0,5.750499825185973249866184231665E-1,4.724322493844943492310025195918E-2,4.723300778058107862054794566720E-2,4.725344374574382194877337321723E-2,1.701070638861135043056893542243E-2,1.700702753152970253259073494625E-2,1.701438583959618666758897023049E-2
3.00000000000000000000E+0,229,229,1,5.433722003554239648441235603933E+0,5.662779964457603515587643960674E-1,5.337876500618014336674496928282E-2,5.336763247667075826281166470092E-2,5.338989925757080846306838076281E-2,1.916673754300039987974863509181E-2,1.916274018054228780051644320704E-2,1.917073552373521000545470338406E-2
3.00000000000000000000E+0,233,233,1,5.451038453565700565302224874669E+0,5.489615464342994346977751253311E-1,6.708181035545253768432387009280E-2,6.706877534062353364959268852680E-2,6.709484722180256355294330403539E-2,2.395554522061653262563781456342E-2,2.395089029425820973830541393698E-2,2.396020080817042150083188199998E-2
3.00000000000000000000E+0,239,239,1,5.476463551931510666963163594262E+0,5.235364480684893330368364057381E-1,9.125513257837301125277997178794E-2,9.123912549109692833075409386003E-2,9.127114166566424987944448949474E-2,3.232648999356257956096239076685E-2,3.232081959528430221279056456585E-2,3.233216110033218327187777889500E-2
3.00000000000000000000E+0,241,241,1,5.484796933490654995466411318711E+0,5.152030665093450045335886812892E-1,1.002716395318309951530651217421E-1,1.002546274917775215927060014637E-1,1.002886536076225791996632887580E-1,3.542665499330935949661290528853E-2,3.542064452338465612431792710861E-2,3.543266618247423919048234554363E-2
3.00000000000000000000E+0,243,3,5,5.493061443340548456976226184613E+0,5.069385566594515430237738153874E-1,1.097580766489339642389356573546E-1,1.097400598902883617077128605583E-1,1.097760954718319879310744575294E-1,7.735311436731952030821207143268E-3,7.734041687448262098996024137600E-3,7.736581331495918669579217824954E-3
3.00000000000000000000E+0,251,251,1,5.525452939131783886218585239008E+0,4.745470608682161137814147609917E-1,1.521932469836699554400402449979E-1,1.521712978977797696244096283186E-1,1.522151981776355908269576045211E-1,5.307944903416118784386867944193E-2,5.307179399421069942574008590394E-2,5.308710480933144194379338767847E-2
3.00000000000000000000E+0,256,2,8,5.545177444479562475337856971665E+0,4.548225555204375246621430283346E-1,1.820725294192363838507807089776E-1,1.820482682882416868773942335329E-1,1.820967926353753686462814064594E-1,7.887691276522587252599912777153E-3,7.886640243113451645814974770782E-3,7.888742400263715619670699412710E-3
3.00000000000000000000E+0,257,257,1,5.549076084895219798351794314761E+0,4.509239151047802016482056852387E-1,1.883282778395813676580471730240E-1,1.883035731316107588107454689511E-1,1.883529846243258895902991060032E-1,6.518829961369727855658303651421E-2,6.517974828023035895771902621811E-2,6.519685166602257475787381663254E-2
3.00000000000000000000E+0,263,263,1,5.572154032177764551085926264205E+0,4.278459678222354489140737357949E-1,2.276169331406553195406928580988E-1,2.275897216969043213921306015233E-1,2.276441465905029921578067610729E-1,7.820775266547018995407801419849E-2,7.819840298382223744811343794096E-2,7.821710303640039565210865879682E-2
3.00000000000000000000E+0,269,269,1,5.594711379601839106219953180495E+0,4.052886203981608937800468195048E-1,2.695133594038616574833754253509E-1,2.694839338543859011082059422766E-1,2.695427868643327243269604276213E-1,9.193520407787597056083883132607E-2,9.192516656469984806695570837270E-2,9.194524224292235376603729541993E-2
3.00000000000000000000E+0,271,271,1,5.602118820879700900096870073206E+0,3.978811791202990999031299267941E-1,2.839620642812273475849270499927E-1,2.839319696537349362245423540843E-1,2.839921607848052347983740520746E-1,9.663356352553546001193313308567E-2,9.662332218888041613545412527042E-2,9.664380550063080213414699023529E-2
3.00000000000000000000E+0,277,277,1,5.624017506187338499869397549525E+0,3.759824938126615001306024504754E-1,3.284757094993276476400840323388E-1,3.284438181134343818289118461222E-1,3.285076026516796604933775180769E-1,1.109966927340325337679731101177E-1,1.109859161735183550763054728322E-1,1.110074698914586700337205865120E-1
3.00000000000000000000E+0,281,281,1,5.638354669333745765106638324693E+0,3.616453306662542348933616753068E-1,3.589317879806566109192548608930E-1,3.588988733986832563524148215027E-1,3.589647042538064656901664632911E-1,1.207288748563666136085669158307E-1,1.207178038379138682223664868816E-1,1.207399464436567896437592536720E-1
3.00000000000000000000E+0,283,283,1,5.645446897643237624645987146795E+0,3.545531023567623753540128532049E-1,3.743386587531717856383284521174E-1,3.743052843417018721249661064527E-1,3.743720348177334766145569187096E-1,1.256231817420987513182272098011E-1,1.256119817239879181250880989800E-1,1.256343823149656695181145796262E-1
3.00000000000000000000E+0,289,17,2,5.666426688112432160499069235746E+0,3.335733118875678395009307642537E-1,4.210668446520298885057160499064E-1,4.210322949305778139283234410043E-1,4.211013959099165214548764337977E-1,7.017483547104569672532963361316E-2,7.016907742799561184303165425078E-2,7.018059377015736355162830129321E-2
3.00000000000000000000E+0,293,293,1,5.680172609017067305939840262812E+0,3.198273909829326940601597371875E-1,4.524778736969162633671782558732E-1,4.524427088286140745058192193862E-1,4.525130400206352017963177715422E-1,1.501499078502676842318474644076E-1,1.501382387675521011804657483840E-1,1.501615774159476364486416842480E-1
3.00000000000000000000E+0,307,307,1,5.726847747587197153598462567282E+0,2.731522524128028464015374327175E-1,5.621240532408907817178646618887E-1,5.620877975713335602929871373625E-1,5.621603100415832724640968828005E-1,1.837293838536287869886068262759E-1,1.837175337436921206126411763633E-1,1.837412343332752796730746421572E-1
3.00000000000000000000E+0,311,311,1,5.739792912179234134195995565433E+0,2.602070878207658658040044345673E-1,5.928930635695776560932287865150E-1,5.928568063302559384339694543763E-1,5.929293218311857330981017868637E-1,1.929711560197137202468462534752E-1,1.929593552383993438019920025577E-1,1.929829571337555186628923570117E-1
3.00000000000000000000E+0,313,313,1,5.746203190540153216678765309257E+0,2.537968094598467833212346907428E-1,6.081151013809774343900568048639E-1,6.080788965602782386488800469255E-1,6.081513071664165598120865039337E-1,1.975125056883631941587168059897E-1,1.975007465578333701592208865837E-1,1.975242651322353449910144299934E-1
3.00000000000000000000E+0,317,317,1,5.758901773877280614199762169299E+0,2.410982261227193858002378307014E-1,6.381668178915559967362071525284E-1,6.381308259626953965831119096784E-1,6.382028106637526326386948273686E-1,2.064164282242942831781574131003E-1,2.064047865575826641381887265368E-1,2.064280701637847547246921357717E-1
3.00000000000000000000E+0,331,331,1,5.802118375377062900784616839577E+0,1.978816246229370992153831604234E-1,7.378544271522045305682274575777E-1,7.378203407599215466015308289649E-1,7.378885139021218192215058684174E-1,2.353115668190618442268121825619E-1,2.353006962162977253084175809171E-1,2.353224375358802880732941595413E-1
3.00000000000000000000E+0,337,337,1,5.820082930352361724504866554648E+0,1.799170696476382754951334453516E-1,7.772102478705671563841538706887E-1,7.771775365345670451171600330209E-1,7.772429593329193247212707161408E-1,2.464068295764324199205673145217E-1,2.463964587705699383460707933581E-1,2.464172004223535727213011545933E-1
3.00000000000000000000E+0,343,7,3,5.837730447165939915316058230330E+0,1.622695528340600846839417696705E-1,8.140894921867167185075952830248E-1,8.140584869521060912440608432483E-1,8.141204973071716624847615952376E-1,8.553579028818709903360531747560E-2,8.553253259075832250859710901498E-2,8.553904797362162102087289953068E-2
3.00000000000000000000E+0,347,347,1,5.849324779946859192353676846386E+0,1.506752200531408076463231536141E-1,8.371575235152532256213403518961E-1,8.371278355596513789743107199457E-1,8.371872111929836740471858220721E-1,2.628743326333172480098401248024E-1,2.628650103716199358013281698403E-1,2.628836548077606607866645132809E-1
3.00000000000000000000E+0,349,349,1,5.855071922202427163199481522499E+0,1.449280777975728368005184775014E-1,8.482062373640765254484275066452E-1,8.481772607411526435256917142277E-1,8.482352136266971873717107382225E-1,2.658404004570177621809403406383E-1,2.658313187541221133053689590078E-1,2.658494820469890442323918841194E-1
3.00000000000000000000E+0,353,353,1,5.866468056933296767395720117188E+0,1.335319430667032326042798828120E-1,8.692867624459780052963181628077E-1,8.692593111809801652132212338772E-1,8.693142131855061043711718988816E-1,2.714266107558165285317508240261E-1,2.714180393566635516049093369680E-1,2.714351819908965240004538672409E-1
3.00000000000000000000E+0,359,359,1,5.883322388488278873048092885605E+0,1.166776115117211269519071143953E-1,8.982377791304420200676342583672E-1,8.982128626067317138726127822012E-1,8.982626948831482461663318729125E-1,2.789117046245918286489096515157E-1,2.789039677978151947605132330348E-1,2.789194412119640784772668527040E-1
3.00000000000000000000E+0,361,19,2,5.888877958332880920018054863776E+0,1.111220416671190799819451362243E-1,9.071450386758597256667286026873E-1,9.071210296778367431295715620491E-1,9.071690468225246158514323284937E-1,1.405806953491920821116568176237E-1,1.405769746634221031753980382899E-1,1.405844159030266951346868717475E-1
3.00000000000000000000E+0,367,367,1,5.905361848054570271619431939158E+0,9.463815194542972838056806084157E-2,9.315426190642912663399882635509E-1,9.315215068915909179815507791088E-1,9.315637301526205806283840383285E-1,2.871548864251027028414198155879E-1,2.871483784420755330665551832141E-1,2.871613940738644995045002232090E-1
3.00000000000000000000E+0,373,373,1,5.921578419643815541335734605102E+0,7.842158035618445866426539489834E-2,9.523372616586570956404335677223E-1,9.523192829331333647301609086806E-1,9.523552390847027590207937749621E-1,2.919939453579288264957213312745E-1,2.919884329420972351998978717863E-1,2.919994573753304254763250038098E-1
3.00000000000000000000E+0,379,379,1,5.937536205082426347817236583654E+0,6.246379491757365218276341634637E-2,9.694154438201695852388358106839E-1,9.694007977480738359866045614752E-1,9.694300884032630134393289888700E-1,2.956627418538618884250119845713E-1,2.956582749373702817072357140740E-1,2.956672083162215626721642896559E-1
3.00000000000000000000E+0,383,383,1,5.948034989180645989993054537152E+0,5.196501081935401000694546284753E-2,9.787013749113808878658420911138E-1,9.786890399618702418032519849382E-1,9.787137082634238413774719280033E-1,2.974570907372902929505242952686E-1,2.974533417712727879987445581386E-1,2.974608392177888188204089014371E-1
3.00000000000000000000E+0,389,389,1,5.963579343618446292848620233632E+0,3.642065638155370715137976636783E-2,9.894625283817297785411868344627E-1,9.894537585718434366967066223041E-1,9.894712964631981235012650798117E-1,2.991793077423050148592815587957E-1,2.991766560545699386023231804131E-1,2.991819589074261618723023770414E-1
3.00000000000000000000E+0,397,397,1,5.983936280687190413083432030177E+0,1.606371931280958691656796982314E-2,9.979384901599298617823405800075E-1,9.979345772652974586065941497772E-1,9.979424012186777999968967161781E-1,2.997060297172142337087178610869E-1,2.997048545765351810206419276575E-1,2.997072043065310036123596975981E-1
3.00000000000000000000E+0,401,401,1,5.993961427306569185850679087349E+0,6.038572693430814149320912650650E-3,9.997083418325923913085597249931E-1,9.997068662843617776761196948207E-1,9.997098155219808599142529437229E-1,2.992368494003289515862072869855E-1,2.992364077331094326839262531980E-1,2.992372905111521259399319327288E-1
3.00000000000000000000E+0,409,409,1,6.013715156042801745713522209128E+0,-1.371515604280174571352220912839E-2,9.984966632459745905236561423358E-1,9.984933196701127445079753770315E-1,9.985000049787318388786013475091E-1,2.969120458511721169358585896527E-1,2.969110516085410279042558091058E-1,2.969130395457393245818701349456E-1
3.00000000000000000000E+0,419,419,1,6.037870919922137731032933921685E+0,-3.787091992213773103293392168549E-2,9.886130630009504629798225356661E-1,9.886039543237239389659049568391E-1,9.886221699603125592316518823322E-1,2.916104999556011607393542161761E-1,2.916078131754852901557390171549E-1,2.916131862289997691465908821272E-1
3.00000000000000000000E+0,421,421,1,6.042632833682381417588716228397E+0,-4.263283368238141758871622839710E-2,9.855983635419519700534713079820E-1,9.855881506635945272697856097865E-1,9.856085747395929855973234363867E-1,2.902586239135479181207697440094E-1,2.902556162218472392576161697992E-1,2.902616311102777697126950270111E-1
3.00000000000000000000E+0,431,431,1,6.066108090103747787747666806325E+0,-6.610809010374778774766680632505E-2,9.658243599537677105025523566970E-1,9.658089326660304241111079414368E-1,9.658397857933922788813934503208E-1,2.822082232393313705020400425167E-1,2.822037154761787099898326628744E-1,2.822127305793539732673316705505E-1
3.00000000000000000000E+0,433,433,1,6.070737728002489846720284573973E+0,-7.073772800248984672028457397254E-2,9.609955882126876154758520650803E-1,9.609791852496203378089230284031E-1,9.610119897817358939664891688437E-1,2.803618495190398394864895010142E-1,2.803570641015836704053195213132E-1,2.803666345298034600611333378756E-1
3.00000000000000000000E+0,439,439,1,6.084499413075171349993212129743E+0,-8.449941307517134999321212974275E-2,9.449352522273519416177397800749E-1,9.449160676092986067689178151995E-1,9.449544356243662736550972091031E-1,2.744066581026116185241647848783E-1,2.744010869410800937886074188702E-1,2.744122289095566979084130869031E-1
3.00000000000000000000E+0,443,443,1,6.093569770045135638086007257845E+0,-9.356977004513563808600725784528E-2,9.330138158133941548504873258535E-1,9.329929016601892117373528324246E-1,9.330347288675332850341336015987E-1,2.701207828313610237002096244808E-1,2.701147278862570766650328760337E-1,2.701268374582697706858764610627E-1
3.00000000000000000000E+0,449,449,1,6.107022887742254293253521790826E+0,-1.070228877422542932535217908261E-1,9.135019801859453004766891889273E-1,9.134786633086777163942790481173E-1,9.135252961530143825024510598783E-1,2.632787881309692796007894628273E-1,2.632720680150602166455549699449E-1,2.632855079845516440070843144906E-1
3.00000000000000000000E+0,457,457,1,6.124683390894204699193131381153E+0,-1.246833908942046991931313811535E-1,8.848356123607418542724486819697E-1,8.848094505828810288029519441738E-1,8.848617734841231840169096411859E-1,2.535059381406005649267787988419E-1,2.534984427754192970384426746263E-1,2.535134333182730614232147176665E-1
3.00000000000000000000E+0,461,461,1,6.133398042996648518372725193275E+0,-1.333980429966485183727251932745E-1,8.695275628281181484248375137207E-1,8.695001303927204594869891738417E-1,8.695549947360963309886996028369E-1,2.483899617984027822850634136162E-1,2.483821254262487968251866118274E-1,2.483977980198936759231308258523E-1
3.00000000000000000000E+0,463,463,1,6.137727054086234074079847181259E+0,-1.377270540862340740798471812587E-1,8.616597507727908917391560217373E-1,8.616317202387682540079121919439E-1,8.616877808423459079761773378458E-1,2.457835896805591910551922340464E-1,2.457755941286414322685078777599E-1,2.457915850999901774252043598685E-1
3.00000000000000000000E+0,467,467,1,6.146329257668897311529531288734E+0,-1.463292576688973115295312887343E-1,8.455373239608585454085974972331E-1,8.455081703344797264460696386512E-1,8.455664772470967296351060995926E-1,2.404862024732692640716725224344E-1,2.404779106513738993972499104380E-1,2.404944941984224421666422783517E-1
3.00000000000000000000E+0,479,479,1,6.171700597410915235116677831400E+0,-1.717005974109152351166778313996E-1,7.946256659063342764984443048841E-1,7.945937044246393113837399370929E-1,7.946576274038712760365655425298E-1,2.240782380927180057571775124180E-1,2.240692252042444478946028357100E-1,2.240872509856588937271362056927E-1
3.00000000000000000000E+0,487,487,1,6.188264123082589790729910831251E+0,-1.882641230825897907299108312505E-1,7.591259009141704193029716476498E-1,7.590925060409927746822621713721E-1,7.591592960230331511605726395021E-1,2.128718186882602313090955591149E-1,2.128624541976274808388799729847E-1,2.128811832449830902809453854234E-1
3.00000000000000000000E+0,491,491,1,6.196444127794520578734190325015E+0,-1.964441277945205787341903250151E-1,7.410610356220496924113833021733E-1,7.410270461330083234226933446434E-1,7.410950254507864596643621038693E-1,2.072315002395132768097415899235E-1,2.072219953641145792022511061582E-1,2.072410052099049420986015107391E-1
3.00000000000000000000E+0,499,499,1,6.212606095751518665285091137984E+0,-2.126060957515186652850911379844E-1,7.045262895111631404616867481886E-1,7.044913384628150408999482740118E-1,7.045612410946592298162097067947E-1,1.959389377076092664679018644917E-1,1.959292173162100390446269048441E-1,1.959486582478408798467321162012E-1
3.00000000000000000000E+0,503,503,1,6.220590170099739206418761115636E+0,-2.205901700997392064187611156356E-1,6.861379268887788912180688445353E-1,6.861026022106794547721440659377E-1,6.861732521932577696823426989441E-1,1.903088667919443101540840652926E-1,1.902990690542075596270336575746E-1,1.903186647034151702832776281387E-1
3.00000000000000000000E+0,509,509,1,6.232448016550522742834863856060E+0,-2.324480165505227428348638560598E-1,6.585083407546706683055098620907E-1,6.584725801634742840509251148665E-1,6.585441021008113874179211653405E-1,1.819118765064203257623115725767E-1,1.819019977002657097263647323799E-1,1.819217555211271075225230072001E-1
3.00000000000000000000E+0,512,2,9,6.238324625039507784755089093124E+0,-2.383246250395077847550890931236E-1,6.447031393556790259089322835093E-1,6.446672138220240471539978665729E-1,6.447390657048299417354735884732E-1,1.974923445228568699611807772662E-2,1.974813394300681992471428625187E-2,1.975033498654569573252051161553E-2
3.00000000000000000000E+0,521,521,1,6.255750041753366918088895706518E+0,-2.557500417533669180888957065178E-1,6.034793361892277096043992588830E-1,6.034431115668522708946196004710E-1,6.035155617941401633941923262784E-1,1.653952107495248759487731970144E-1,1.653852826895353803419414327206E-1,1.654051390787976873764006112807E-1
3.00000000000000000000E+0,523,523,1,6.259581464064922900810143176913E+0,-2.595814640649229008101431769131E-1,5.943795691990743716586990070547E-1,5.943433154926341429398432151889E-1,5.944158239222932244926297418202E-1,1.626890504168754485950621745787E-1,1.626791273283635055817947700298E-1,1.626989737836922954332712879341E-1
3.00000000000000000000E+0,529,23,2,6.270988431858299381613505663620E+0,-2.709884318582993816135056636204E-1,5.672661626762751606537720893022E-1,5.672298969959792441270472003971E-1,5.673024294701762938579337933815E-1,7.733303356364282015799531404090E-2,7.732808961447740354915606928231E-2,7.733797766462139831990545435443E-2
3.00000000000000000000E+0,541,541,1,6.293419278846481521570185612585E+0,-2.934192788464815215701856125847E-1,5.141152756939618787715753499891E-1,5.140792946658130293256791476053E-1,5.141512580055842912133142251561E-1,1.391068581173018612228932267131E-1,1.390971225423943455369403165046E-1,1.391165940394855292931030876255E-1
3.00000000000000000000E+0,547,547,1,6.304448802421981205632732621598E+0,-3.044488024219812056327326215977E-1,4.882029172824171328883819867664E-1,4.881672166592572639999594195725E-1,4.882386192639844217979291838116E-1,1.315993757866986243172812023738E-1,1.315897523707854476158099546971E-1,1.316089995687824284576435575556E-1
3.00000000000000000000E+0,557,557,1,6.322565239927284021911426936845E+0,-3.225652399272840219114269368448E-1,4.461782805159912340966574584279E-1,4.461432281069143572398633967861E-1,4.462133343969947342328381817090E-1,1.195292369939000545555374266750E-1,1.195198466046885676388399051185E-1,1.195386277774343354641920383193E-1
3.00000000000000000000E+0,563,563,1,6.333279628139690382000836988618E+0,-3.332796281396903820008369886177E-1,4.217319645950622679730284700402E-1,4.216974004252677493251100665694E-1,4.217665302996052676543385129410E-1,1.125669723028412482212035013130E-1,1.125577465759090577061728661441E-1,1.125761984394222305279488719732E-1
3.00000000000000000000E+0,569,569,1,6.343880434126330920982184809384E+0,-3.438804341263309209821848093841E-1,3.979080150531498773824040148790E-1,3.978740077554616526749177845952E-1,3.979420239454362018794837479529E-1,1.058233591136308581983976195885E-1,1.058143148965263988859000192618E-1,1.058324037548175701224884006760E-1
3.00000000000000000000E+0,571,571,1,6.347389209656010216729966195940E+0,-3.473892096560102167299661959396E-1,3.901107626883102142159777040776E-1,3.900769555476243937719117713488E-1,3.901445714429972640064364573775E-1,1.036251106389577938009083774199E-1,1.036161304491526896837975079385E-1,1.036340912574899979084999165819E-1
3.00000000000000000000E+0,577,577,1,6.357842266508099561476575307271E+0,-3.578422665080995614765753072707E-1,3.671668586343496634530750945250E-1,3.671336936178149951030551055375E-1,3.672000253217103256300575839927E-1,9.718188450304724245279248637724E-2,9.717310637198606321313634586305E-2,9.719066307634337546992001433129E-2
3.00000000000000000000E+0,587,587,1,6.375024819828096448300300497570E+0,-3.750248198280964483003004975697E-1,3.304795850571713703959836577144E-1,3.304476214764934080424170524413E-1,3.305115503993522870367638999241E-1,8.695758420890823789695382772588E-2,8.694917377787377231035018107200E-2,8.696599510343893262331599712476E-2
3.00000000000000000000E+0,593,593,1,6.385194398997725452546619743650E+0,-3.851943989977254525466197436501E-1,3.094376105130161780197233746277E-1,3.094064412018627866394207899075E-1,3.094687816376888246770126790846E-1,8.113717379767993219916313665965E-2,8.112900093914468862835542219653E-2,8.114534713173535173338527817055E-2
3.00000000000000000000E+0,599,599,1,6.395261598115449348810199172881E+0,-3.952615981154493488101991728815E-1,2.891484733500432383348748753635E-1,2.891181493568531933320786273218E-1,2.891787992066576385701268937247E-1,7.555545172500826441899014297950E-2,7.554752796536660009629880641328E-2,7.556337597156887140034729146017E-2
3.00000000000000000000E+0,601,601,1,6.398594934535207579273080506579E+0,-3.985949345352075792730805065791E-1,2.825557821488680614975109959059E-1,2.825257506790647353062653485201E-1,2.825858154981799912518123004022E-1,7.374822650526012652873603306610E-2,7.374038816756801481113264604303E-2,7.375606533351174886758993586851E-2
3.00000000000000000000E+0,607,607,1,6.408528791059498262149972234847E+0,-4.085287910594982621499722348467E-1,2.632967229489793226052473163765E-1,2.632675994046962736833724540731E-1,2.633258484190545555080380393451E-1,6.848720583116590722038954550301E-2,6.847963038491839448153148587299E-2,6.849478177833923557568079101370E-2
3.00000000000000000000E+0,613,613,1,6.418364935936211399439732593576E+0,-4.183649359362113994397325935761E-1,2.448262315009619890832272204560E-1,2.447980583507823651306150337439E-1,2.448544066197102513394687516428E-1,6.346760600904344974191004745554E-2,6.346030253349398861786164069094E-2,6.347490999491542807189348270861E-2
3.00000000000000000000E+0,617,617,1,6.424869023905387813997571678610E+0,-4.248690239053878139975716786102E-1,2.329559334164507924980817828914E-1,2.329284153711567256925474208765E-1,2.329834534565022619480391188558E-1,6.025533052778041199546713345971E-2,6.024821283435936373812922146914E-2,6.026244873715640871169068187910E-2
3.00000000000000000000E+0,619,619,1,6.428105272684596102228035390150E+0,-4.281052726845961022280353901497E-1,2.271547223020949736621316800021E-1,2.271275377602921057749027247797E-1,2.271819088509615597292375558413E-1,5.868936705407084284427362053296E-2,5.868234345563583671488541148513E-2,5.869639117106561327613007038568E-2
3.00000000000000000000E+0,625,5,4,6.437751649736401498403037332905E+0,-4.377516497364014984030373329048E-1,2.102894962472860340415856137545E-1,2.102633338840179990934763826957E-1,2.103156606510239328700632153122E-1,1.353791551388202477560809251131E-2,1.353623124590912682541117073930E-2,1.353959991321530505013753509446E-2
3.00000000000000000000E+0,631,631,1,6.447305862541213157278738033666E+0,-4.473058625412131572787380336656E-1,1.942346177989549686949440186306E-1,1.942095061623397525843258963962E-1,1.942597315035608592268930160118E-1,4.985287735535253854801540043466E-2,4.984643212249674385671769572416E-2,4.985932311898542453335568966248E-2
3.00000000000000000000E+0,641,641,1,6.463029456920670039833406538002E+0,-4.630294569206700398334065380016E-1,1.692776929821566464455681034647E-1,1.692543813042188333544884700850E-1,1.693010067588923336946619804697E-1,4.321224722939555691071767587487E-2,4.320629635676352612802638968845E-2,4.321819863779677868897537026527E-2
3.00000000000000000000E+0,643,643,1,6.466144724237619387264568503548E+0,-4.661447242376193872645685035480E-1,1.645554059441196494488179793544E-1,1.645324596769801719451999239997E-1,1.645783543137475156047872757643E-1,4.196160472778830846653234278467E-2,4.195575343298483075443829247779E-2,4.196745655872602135139181046006E-2
3.00000000000000000000E+0,647,647,1,6.472346294500900564655069215658E+0,-4.723462945009005646550692156575E-1,1.553780368869094892346269207439E-1,1.553558251248756514550232240886E-1,1.554002507561878706273537766679E-1,3.953659239470378010506057382183E-2,3.953094051880487700296953266490E-2,3.954224480679988498692734083543E-2
3.00000000000000000000E+0,653,653,1,6.481577129276431061412951071198E+0,-4.815771292764310614129510711982E-1,1.422747181471706169128738789637E-1,1.422536140437802327262115026562E-1,1.422958243581676493466251407853E-1,3.608708783676975638441240655517E-2,3.608173491361739932574248146471E-2,3.609244129450329013519114434687E-2
