y,n,p,m,log_n,r_2y_minus_log_n,K_center,K_tail_low,K_tail_high,term_center,term_tail_low,term_tail_high
1.00000000000000000000E+0,9,3,2,2.197224577336219382790490473845E+0,-1.972245773362193827904904738451E-1,7.393212271184153990593788224646E-1,7.391850514365306517291227428882E-1,7.394574083945076047374419497488E-1,2.707424617951592217956985807520E-1,2.706925937026471075591672211402E-1,2.707923319362930223987943467180E-1
1.00000000000000000000E+0,11,11,1,2.397895272798370544061943577965E+0,-3.978952727983705440619435779651E-1,2.839342665310211951033998477175E-1,2.838139010831382334775368658804E-1,2.840546620000459341713587016870E-1,2.052823814982251858848371702685E-1,2.051953581667569662791899566658E-1,2.053694265347575904639364768362E-1
1.00000000000000000000E+0,13,13,1,2.564949357461536736053487441565E+0,-5.649493574615367360534874415653E-1,5.435434690437867865221656932964E-2,5.430925996932492330447408684469E-2,5.439946156038721482241691785868E-2,3.866708209542421444710688581197E-2,3.863500774776952531428483260163E-2,3.869917616345998293119473053338E-2
1.00000000000000000000E+0,16,2,4,2.772588722239781237668928485833E+0,-7.725887222397812376689284858327E-1,4.556659829591539389462064475762E-4,4.545958923803764456769601552169E-4,4.567381842779065034330546187056E-4,7.896089784130340944635646057585E-5,7.877546527439756456953519138897E-5,7.914669617157490826910981706423E-5
1.00000000000000000000E+0,17,17,1,2.833213344056216080249534617873E+0,-8.332133440562160802495346178731E-1,2.483079599727075095115408307262E-5,2.474002614952820936319016072949E-5,2.492185307978382675687754694186E-5,1.706260982641361952239145196623E-5,1.700023685632421161265839745863E-5,1.712518017136039179089349266763E-5
1.00000000000000000000E+0,19,19,1,2.944438979166440460009027431888E+0,-9.444389791664404600090274318879E-1,4.238352877582888703114136583042E-11,4.173166366208388163299951053566E-11,4.304465869501194807885746376408E-11,2.863010035759242055309430776560E-11,2.818976506307639863338435284581E-11,2.907669403401165892493243518715E-11
1.25000000000000000000E+0,5,5,1,1.609437912434100374600759333226E+0,8.905620875658996253992406667738E-1,2.604145604380359241137576090533E-7,2.587321926479549339903447110648E-7,2.621066208574454041288714843545E-7,1.874366391076658669794562335694E-7,1.862257338349908218395391129563E-7,1.886545207716087146093335796656E-7
1.25000000000000000000E+0,7,7,1,1.945910149055313305105352743443E+0,5.540898509446866948946472565568E-1,6.279758893438765742294937155989E-2,6.274776131229739792343063287223E-2,6.284744560105553573848920114146E-2,4.618667866953023500842832497787E-2,4.615003120568008420213810403407E-2,4.622334749522876782960928213337E-2
1.25000000000000000000E+0,8,2,3,2.079441541679835928251696364375E+0,4.205584583201640717483036356255E-1,2.407917848651288708409879819656E-1,2.406799759554072615405954808063E-1,2.409036254190466487831085490921E-1,5.900952699859226174315196100622E-2,5.898212660002552496054372711607E-2,5.903693515202924548257380367559E-2
1.25000000000000000000E+0,9,3,2,2.197224577336219382790490473845E+0,3.027754226637806172095095261549E-1,4.921207707245475916741848422725E-1,4.919777778434775019788490247195E-1,4.922637851664882073425780500436E-1,1.802166420756031012373445627705E-1,1.801642774968245485512773760769E-1,1.802690145500607586620952691788E-1
1.25000000000000000000E+0,11,11,1,2.397895272798370544061943577965E+0,1.021047272016294559380564220349E-1,9.208798547708991969108864175281E-1,9.207899922649755131324706951694E-1,9.209697015970464921927065381603E-1,6.657893461423978999351928466029E-1,6.657243762130942217220900366657E-1,6.658543047353388428017532513393E-1
1.25000000000000000000E+0,13,13,1,2.564949357461536736053487441565E+0,-6.494935746153673605348744156532E-2,9.669863873655676640264439355178E-1,9.669256472756109482165622231809E-1,9.670471040763782509091412040912E-1,6.879034365218355175302359857004E-1,6.878602266926571527712553279183E-1,6.879466297193475267263657118446E-1
1.25000000000000000000E+0,16,2,4,2.772588722239781237668928485833E+0,-2.725887222397812376689284858327E-1,5.634630863415756541378540182421E-1,5.633180522190077084326751007957E-1,5.636081384929029576531140181748E-1,9.764071241181704841225775051924E-2,9.761557991353130913711393973187E-2,9.766584803424871715234854003523E-2
1.25000000000000000000E+0,17,17,1,2.833213344056216080249534617873E+0,-3.332133440562160802495346178731E-1,4.218821188574773957016752431647E-1,4.217438536579567709220359163324E-1,4.220204086099719336834745434821E-1,2.898984787921014506939221297949E-1,2.898034691455218180060259869722E-1,2.899935053103840285925764958701E-1
1.25000000000000000000E+0,19,19,1,2.944438979166440460009027431888E+0,-4.444389791664404600090274318879E-1,1.989828716356636094206470069923E-1,1.988811591034381792190928454850E-1,1.990846171360829481710771730329E-1,1.344130549983816486212908125280E-1,1.343443481188615166977967295691E-1,1.344817841479375107601742609592E-1
1.25000000000000000000E+0,23,23,1,3.135494215929149690806752831810E+0,-6.354942159291496908067528318102E-1,1.776574114484438797302372747996E-2,1.774574704260341761253593439654E-2,1.778575268299112534800779559855E-2,1.161516586447480154977906078054E-2,1.160209380562024976385754231944E-2,1.162824932285025314334054700843E-2
1.25000000000000000000E+0,25,5,2,3.218875824868200749201518666452E+0,-7.188758248682007492015186664524E-1,2.661455814435201726637409080629E-3,2.656905114961116338796573892356E-3,2.666012860478188938283319878954E-3,8.566895780040378984495593081214E-4,8.552247643517005094370273243012E-4,8.581564345380961815592453911595E-4
1.25000000000000000000E+0,27,3,3,3.295836866004329074185735710768E+0,-7.958368660043290741857357107676E-1,1.730627977154453944215637766610E-4,1.725875946828948952356545096713E-4,1.735391090035726428772487266323E-4,3.659032699861314393522381808848E-5,3.648985575591230117029478446320E-5,3.669103255761123024852468757026E-5
1.25000000000000000000E+0,29,29,1,3.367295829986474027183272032362E+0,-8.672958299864740271832720323619E-1,2.278662647107403897350459394498E-6,2.267277667560668513313840558996E-6,2.290097747763871385549388254521E-6,1.424827559480679887400782922704E-6,1.417708632665030096369010820253E-6,1.431977826582066451322249107076E-6
1.25000000000000000000E+0,31,31,1,3.433987204485146245929164324542E+0,-9.339872044851462459291643245424E-1,4.564984718111533308231036009722E-10,4.508417022319443804760779853214E-10,4.622194753360650607651024846794E-10,2.815510515372687421623997077570E-10,2.780621692700151137851788025096E-10,2.850795508811913302831910076772E-10
1.25000000000000000000E+0,32,2,5,3.465735902799726547086160607291E+0,-9.657359027997265470861606072909E-1,3.070247490975394807210432912567E-14,2.984906520697247310842730107508E-14,3.157835037810752782568222489931E-14,3.762043881865632015213895049910E-15,3.657473655507305352424558598974E-15,3.869366889430372558667999288884E-15
1.50000000000000000000E+0,8,2,3,2.079441541679835928251696364375E+0,9.205584583201640717483036356255E-1,5.203994812464162383848156546043E-9,5.153020469259897939875459086472E-9,5.255422513968040884079629849780E-9,1.275314573371517556878810767331E-9,1.262822569613032352156955099746E-9,1.287917679171279194641428807959E-9
1.50000000000000000000E+0,9,3,2,2.197224577336219382790490473845E+0,8.027754226637806172095095261549E-1,1.256237949726002683008744207446E-4,1.252613145863525768343030652930E-4,1.259871667158419574912949509781E-4,4.600394830200725098616034836766E-5,4.587120649976295874756007944457E-5,4.613701652283394194673092291969E-5
1.50000000000000000000E+0,11,11,1,2.397895272798370544061943577965E+0,6.021047272016294559380564220349E-1,3.147296267199028207769101672540E-2,3.144243735317583196159480522374E-2,3.150351049567268789384504556779E-2,2.275471998870214273019483255810E-2,2.273265040823627713902287638978E-2,2.277680584002163121249848095976E-2
1.50000000000000000000E+0,13,13,1,2.564949357461536736053487441565E+0,4.350506425384632639465125584347E-1,2.149464646320546306315815137004E-1,2.148406637113513752771643329038E-1,2.150522980614326844889826323220E-1,1.529105410588478185720684057870E-1,1.528352754523306206200942280839E-1,1.529858297916772406140798587250E-1
1.50000000000000000000E+0,16,2,4,2.772588722239781237668928485833E+0,2.274112777602187623310715141673E-1,6.702853319650913180285291288621E-1,6.701429586577328806887257364065E-1,6.704277164975117235494772990520E-1,1.161515970055725082847458328859E-1,1.161269255914268844455125833553E-1,1.161762703648731458378368396311E-1
1.50000000000000000000E+0,17,17,1,2.833213344056216080249534617873E+0,1.667866559437839197504653821269E-1,8.048408846698593025801653589687E-1,8.047149711149815083338074313718E-1,8.049667974035689645541779197911E-1,5.530505743342575388451323892396E-1,5.529640521841431138731158618089E-1,5.531370959201020368930232424383E-1
1.50000000000000000000E+0,19,19,1,2.944438979166440460009027431888E+0,5.556102083355953999097256811215E-2,9.757002135397514063115835997028E-1,9.756476483680515160646244024929E-1,9.757527537211011004676393549068E-1,6.590861081981989807596206511480E-1,6.590506003916394618658553498677E-1,6.591215991237612172021313493490E-1
1.50000000000000000000E+0,23,23,1,3.135494215929149690806752831810E+0,-1.354942159291496908067528318102E-1,8.657390431373895241056091979507E-1,8.656281313094429887637715447034E-1,8.658499470171936084012477379089E-1,5.660164976742693318328011965905E-1,5.659439839937294714380159363038E-1,5.660890061583475230691436265607E-1
1.50000000000000000000E+0,25,5,2,3.218875824868200749201518666452E+0,-2.188758248682007492015186664524E-1,6.901024947569478601254307334891E-1,6.899614907940992132082221527146E-1,6.902435084365552207826869578816E-1,2.221354237054373725960101835188E-1,2.220900362807149602481001426610E-1,2.221808142578637569174475419496E-1
1.50000000000000000000E+0,27,3,3,3.295836866004329074185735710768E+0,-2.958368660043290741857357107676E-1,5.084186554988135141969610172587E-1,5.082749487544562891738542284591E-1,5.085623830517211040698622414816E-1,1.074939565433625515919611948702E-1,1.074635729089977427499660683331E-1,1.075243445772382447365775261273E-1
1.50000000000000000000E+0,29,29,1,3.367295829986474027183272032362E+0,-3.672958299864740271832720323619E-1,3.468142770290671499241578402210E-1,3.466841788770463016791638288691E-1,3.469444027218926415176914979386E-1,2.168598939205284515811738026104E-1,2.167785446990137521024266189023E-1,2.169412603630642249472446089749E-1
1.50000000000000000000E+0,31,31,1,3.433987204485146245929164324542E+0,-4.339872044851462459291643245424E-1,2.167940564135033939783418675889E-1,2.166878016717867662719861946236E-1,2.169003436064378001728729015620E-1,1.337104028148917996162097657161E-1,1.336448688950465798740242589292E-1,1.337759567494250268528937125343E-1
1.50000000000000000000E+0,32,2,5,3.465735902799726547086160607291E+0,-4.657359027997265470861606072909E-1,1.651708617690488812883323630131E-1,1.650788950779637502673851423038E-1,1.652628620950329287168170325069E-1,2.023876028910348683534762958933E-2,2.022749140187047984480455774751E-2,2.025003329769693976962849163266E-2
1.50000000000000000000E+0,37,37,1,3.610917912644224444368095671031E+0,-6.109179126442244443680956710314E-1,2.728436550474904362890764471479E-2,2.725686708996553252202797632326E-2,2.731188509598833349055518511988E-2,1.619685194769559379151192576663E-2,1.618052802940739573239215125013E-2,1.621318843698966573520193355290E-2
1.50000000000000000000E+0,41,41,1,3.713572066704307803866763373037E+0,-7.135720667043078038667633730374E-1,3.081520346033604645658179708853E-3,3.076401440071162783792044993072E-3,3.086646164850195922950647656809E-3,1.787166304397572217447391976843E-3,1.784197530797478598174011165813E-3,1.790139087193976661748300359147E-3
1.50000000000000000000E+0,43,43,1,3.761200115693562423472842513346E+0,-7.612001156935624234728425133458E-1,6.956842091981980104718582942827E-4,6.941635922776107239853060640958E-4,6.972076021880786775930660323625E-4,3.990289071602038019527571154896E-4,3.981567152949743402842109415654E-4,3.999026913167080869727617035438E-4
1.50000000000000000000E+0,47,47,1,3.850147601710058586820950669772E+0,-8.501476017100585868209506697722E-1,8.318584443447478142891516112705E-6,8.283337357044075159317462507085E-6,8.353961972650380019186110187393E-6,4.671731557579977842112087848509E-6,4.651936732272502373115830916187E-6,4.691599639791560123693245918512E-6
1.50000000000000000000E+0,49,7,2,3.891820298110626610210705486886E+0,-8.918202981106266102107054868864E-1,2.276227047164323086525078977209E-7,2.261295671049417965215555780729E-7,2.291245830668721589671448498383E-7,6.327619018044662294190018109855E-8,6.286111709014153766345783992943E-8,6.369369308398481682714616562782E-8
1.50000000000000000000E+0,53,53,1,3.970291913552121834144469139029E+0,-9.702919135521218341444691390291E-1,3.105893198322140659068738332311E-15,3.003441143710013678008317626791E-15,3.211571939418068751356390980951E-15,1.693834686178564646000235775383E-15,1.637961276279592912416773254976E-15,1.751467806775456842039910795816E-15
1.75000000000000000000E+0,13,13,1,2.564949357461536736053487441565E+0,9.350506425384632639465125584347E-1,3.665791308538994249886572139876E-10,3.619426604530924251672670360192E-10,3.712693807579689601314271059449E-10,2.607803451696907676378247370912E-10,2.574820113319868630378982040120E-10,2.641169371520718933990729095182E-10
1.75000000000000000000E+0,16,2,4,2.772588722239781237668928485833E+0,7.274112777602187623310715141673E-1,2.083114978953978058812089984760E-3,2.079380744109411132689778727625E-3,2.086854702176058395620416198651E-3,3.609763186110349256723826364184E-4,3.603292250225198580602761313909E-4,3.616243632628998105895986609557E-4
1.75000000000000000000E+0,17,17,1,2.833213344056216080249534617873E+0,6.667866559437839197504653821269E-1,9.539364945246135131349687319988E-3,9.526910268477691575600728683750E-3,9.551832455451276602025636755922E-3,6.555023933602153458520111054841E-3,6.546465638079230707335624534965E-3,6.563591047687442578001445308598E-3
1.75000000000000000000E+0,19,19,1,2.944438979166440460009027431888E+0,5.555610208335595399909725681121E-1,6.160411405078155965608194981026E-2,6.155493965458483642536439109974E-2,6.165331731941887621641213846891E-2,4.161361780523316990940724836753E-2,4.158040046965966058180115028893E-2,4.164685464415846779950276694873E-2
1.75000000000000000000E+0,23,23,1,3.135494215929149690806752831810E+0,3.645057840708503091932471681898E-1,3.527795593715665875438208977201E-1,3.526486841611206062973034568010E-1,3.529104618869793063867038543889E-1,2.306457727988568561112336882606E-1,2.305602071438985623694001232475E-1,2.307313563056860622684781382149E-1
1.75000000000000000000E+0,25,5,2,3.218875824868200749201518666452E+0,2.811241751317992507984813335476E-1,5.431982805521426024131877207387E-1,5.430535373996320213506163409198E-1,5.433430428043919745414252418155E-1,1.748487813379266348448600947145E-1,1.748021903144834828048646225216E-1,1.748953785093385324707223135582E-1
1.75000000000000000000E+0,27,3,3,3.295836866004329074185735710768E+0,2.041631339956709258142642892324E-1,7.237392381206144251783316311228E-1,7.236012983738846704507488779258E-1,7.238771848268929712196840600887E-1,1.530187639061667032328186414126E-1,1.529895995767696571513941457298E-1,1.530479297070074645353490942829E-1
1.75000000000000000000E+0,29,29,1,3.367295829986474027183272032362E+0,1.327041700135259728167279676381E-1,8.707727425770715158093167130591E-1,8.706633915305753521555673876913E-1,8.708820850256056600127592271166E-1,5.444864790509321721408535174824E-1,5.444181028106389580239946284227E-1,5.445548499149959315676032941940E-1
1.75000000000000000000E+0,31,31,1,3.433987204485146245929164324542E+0,6.601279551485375407083567545764E-2,9.659206332379739687948254662127E-1,9.658589857279643921771082784779E-1,9.659822575621372992786699825937E-1,5.957434400836290904760761329215E-1,5.957054182230103962284482082864E-1,5.957814476440917174303094194929E-1
1.75000000000000000000E+0,32,2,5,3.465735902799726547086160607291E+0,3.426409720027345291383939270912E-2,9.906660052567751620268446603384E-1,9.906329284199929478469404945515E-1,9.906990541993256814274827762313E-1,1.213885523888010541483062834348E-1,1.213844994089740609700055070579E-1,1.213926019506845755008783024896E-1
1.75000000000000000000E+0,37,37,1,3.610917912644224444368095671031E+0,-1.109179126442244443680956710314E-1,9.074659814067562499586063321684E-1,9.073700662137165107397231075372E-1,9.075618829331637903078351227016E-1,5.387001631339824593373204770706E-1,5.386432248782283023726734255079E-1,5.387570932767966870163635645000E-1
1.75000000000000000000E+0,41,41,1,3.713572066704307803866763373037E+0,-2.135720667043078038667633730374E-1,7.023121596299057376639903830927E-1,7.021721560384144967104603470268E-1,7.024521719666013679622296848191E-1,4.073147297160726845092879267823E-1,4.072335328803841428991454627373E-1,4.073959316236519990697811295226E-1
1.75000000000000000000E+0,43,43,1,3.761200115693562423472842513346E+0,-2.612001156935624234728425133458E-1,5.905333130936714937248410878768E-1,5.903882640752934463416320857379E-1,5.906783786109843977038791566057E-1,3.387167042889272046015272326674E-1,3.386335074152267651691225347485E-1,3.387999106260477678320796395874E-1
1.75000000000000000000E+0,47,47,1,3.850147601710058586820950669772E+0,-3.501476017100585868209506697722E-1,3.840138727051155266398015374739E-1,3.838793008688316134903022413295E-1,3.841484706105216941927564002280E-1,2.156628618560366138309386706104E-1,2.155872860776571258045978780072E-1,2.157384522748807076159050402731E-1
1.75000000000000000000E+0,49,7,2,3.891820298110626610210705486886E+0,-3.918202981106266102107054868864E-1,2.960210036755776839903471053478E-1,2.958985336517075235705396409642E-1,2.961435032473686477611785846022E-1,8.229003934083525982980446066697E-2,8.225599424620611816681045558316E-2,8.232409264940711216756760842285E-2
1.75000000000000000000E+0,53,53,1,3.970291913552121834144469139029E+0,-4.702919135521218341444691390291E-1,1.583851142617721844020942653960E-1,1.582953009150908534324625499208E-1,1.584749613074096539653029437012E-1,8.637714923870328133732595848805E-2,8.632816849397812411893630642452E-2,8.642614836154292954843781920125E-2
1.75000000000000000000E+0,59,59,1,4.077537443905719450616050373720E+0,-5.775374439057194506160503737197E-1,4.559818069414076600595544000750E-2,4.555833353457840010869396411918E-2,4.563805390571399224262263709885E-2,2.420580148553097181557531499063E-2,2.418464861452941350722930878639E-2,2.422696818624664556677996992461E-2
1.75000000000000000000E+0,61,61,1,4.110873864173311248751389103426E+0,-6.108738641733112487513891034256E-1,2.730422348975748860085614232256E-2,2.727671038040669741880827470058E-2,2.733175778224307644700186711153E-2,1.437139955613021655410458018810E-2,1.435691821086654158278880806034E-2,1.438589205099842535971571609825E-2
1.75000000000000000000E+0,64,2,6,4.158883083359671856503392728749E+0,-6.588830833596718565033927287491E-1,1.126116727431868986580704416057E-2,1.124701861463945069500533394360E-2,1.127532989665403534488652981819E-2,9.757057932509905119495397946726E-4,9.744799053053196605234554859547E-4,9.769328909686255153364671579596E-4
1.75000000000000000000E+0,67,67,1,4.204692619390966059670071996364E+0,-7.046926193909660596700719963637E-1,3.902293472339765313140928831446E-3,3.896112397269206467841177361916E-3,3.908482462096033751256350539391E-3,2.004549470149609395486134858574E-3,2.001374344843050982082893765894E-3,2.007728661111187868742875623002E-3
1.75000000000000000000E+0,71,71,1,4.262679877041315421329454532513E+0,-7.626798770413154213294545325130E-1,6.595850408743707848580556099716E-4,6.581300552705824953659006721095E-4,6.610427091760278608689153456820E-4,3.336755168870895533134875039282E-4,3.329394585423403399780931860991E-4,3.344129323738940694644409874926E-4
1.75000000000000000000E+0,73,73,1,4.290459441148391129092108857439E+0,-7.904594411483911290921088574385E-1,2.194999825736395904524595727357E-4,2.189194288701367366547638253317E-4,2.200818370794068287669452739973E-4,1.102241759995834011078247022930E-4,1.099326449805745941680530321452E-4,1.105163602298410156569031632297E-4
1.75000000000000000000E+0,79,79,1,4.369447852467021494172945541481E+0,-8.694478524670214941729455414814E-1,1.906143388407225355896208177693E-6,1.896407906401458954668522313579E-6,1.915922730314814172945310149680E-6,9.370625510558559120918220572748E-7,9.322765755308431661539983105170E-7,9.418700881652388218599182941073E-7
1.75000000000000000000E+0,81,3,4,4.394449154672438765580980947690E+0,-8.944491546724387655809809476901E-1,1.706630106926746851988564884297E-7,1.695066315904060248517467171818E-7,1.718263923768232101693655951347E-7,2.083249786311882357249575374714E-8,2.069134094177311834807511315007E-8,2.097450957585404256445658640576E-8
1.75000000000000000000E+0,83,83,1,4.418840607796597923475472223291E+0,-9.188406077965979234754722232914E-1,6.838384631428971851742737617279E-9,6.773210717314603841470488493144E-9,6.904121907218923703904799422235E-9,3.316826958737206971553159692725E-9,3.285215605034251038111415249776E-9,3.348711560187080789019393244203E-9
1.75000000000000000000E+0,89,89,1,4.488636369732139838317815540670E+0,-9.886363697321398383178155406698E-1,9.960821597374256390511676812186E-23,8.963130245761233131509488134023E-23,1.106223914270331106526804782424E-22,4.739304167406216280920211974872E-23,4.264608106015941815723457037806E-23,5.263352581646295705693858614735E-23
2.00000000000000000000E+0,23,23,1,3.135494215929149690806752831810E+0,8.645057840708503091932471681898E-1,2.855614779604541687620385778056E-6,2.841741670367446136251575106973E-6,2.869547191112992842900289253209E-6,1.866988775741443026641406082365E-6,1.857918596032582153582635065908E-6,1.876097727022641894929170156434E-6
2.00000000000000000000E+0,25,5,2,3.218875824868200749201518666452E+0,7.811241751317992507984813335476E-1,3.249681450544398988855802281330E-4,3.241612222273045767383145030837E-4,3.257767577209913660870803476633E-4,1.046032105967999341386691251769E-4,1.043434721587199150747339147479E-4,1.048634929732044070736242744675E-4
2.00000000000000000000E+0,27,3,3,3.295836866004329074185735710768E+0,7.041631339956709258142642892324E-1,3.956242851436719394427231378374E-3,3.949993895482493511907638051958E-3,3.962499783860552977777046444783E-3,8.364606462563604936888543227385E-4,8.351394417873271750008824018361E-4,8.377835371746775004851826213764E-4
2.00000000000000000000E+0,29,29,1,3.367295829986474027183272032362E+0,6.327041700135259728167279676381E-1,1.869790099979433102676953979698E-2,1.867712525818138329983440922025E-2,1.871869460042941750179287521170E-2,1.169163179234429005200514826400E-2,1.167864090523058987214841984293E-2,1.170463384654626499940879947924E-2
2.00000000000000000000E+0,31,31,1,3.433987204485146245929164324542E+0,5.660127955148537540708356754576E-1,5.357250916060426957982077891186E-2,5.352787593609232009115513181655E-2,5.361716997024472921807681881555E-2,3.304150444976269836543647178984E-2,3.301397635915380588878169393609E-2,3.306904955383914531014939937911E-2
2.00000000000000000000E+0,32,2,5,3.465735902799726547086160607291E+0,5.342640972002734529138393927091E-1,8.045033224272535837405466623693E-2,8.039141367873967072889707218938E-2,8.050928191575652498036966562231E-2,9.857761665710220287942456776454E-3,9.850542240441664915778014794190E-3,9.864984902840671445740101678028E-3
2.00000000000000000000E+0,37,37,1,3.610917912644224444368095671031E+0,3.890820873557755556319043289686E-1,3.015365480661100447507087592585E-1,3.014131567411071752033326301916E-1,3.016599687219530965141629510995E-1,1.790015173706676264159973829590E-1,1.789282684244037448092572223435E-1,1.790747837286347726702416469380E-1
2.00000000000000000000E+0,41,41,1,3.713572066704307803866763373037E+0,2.864279332956921961332366269626E-1,5.306326938635057910667751533877E-1,5.304882478437984480437860134651E-1,5.307771596180129244635160625254E-1,3.077470741691569575873914419791E-1,3.076633008916066116825507141939E-1,3.078308588921515157251312948082E-1
2.00000000000000000000E+0,43,43,1,3.761200115693562423472842513346E+0,2.387998843064375765271574866542E-1,6.435840007633758565920749059144E-1,6.434402487840444972268337041440E-1,6.437277658707213703907413301858E-1,3.691453925429515608101393464039E-1,3.690629396218469989455721269321E-1,3.692278529939915042248697072470E-1
2.00000000000000000000E+0,47,47,1,3.850147601710058586820950669772E+0,1.498523982899414131790493302278E-1,8.387557016761215730804846096973E-1,8.386373365952557875636877911164E-1,8.388740621255890138511233573654E-1,4.710466675261099564756906841848E-1,4.709801934898895549649673526552E-1,4.711131389613289556483733444401E-1
2.00000000000000000000E+0,49,7,2,3.891820298110626610210705486886E+0,1.081797018893733897892945131136E-1,9.117268703823572899457928508318E-1,9.116327983494433123339782679970E-1,9.118209281191368346364380929897E-1,2.534483671776381696576945272498E-1,2.534222163599825161557163514393E-1,2.534745140211519538338970483909E-1
2.00000000000000000000E+0,53,53,1,3.970291913552121834144469139029E+0,2.970808644787816585553086097094E-2,9.929724247255787339033181929764E-1,9.929436540449015768535989678948E-1,9.930011670479277085929305533562E-1,5.415289670384121695326743444826E-1,5.415132766157980685947411339201E-1,5.415446419954848464236762812856E-1
2.00000000000000000000E+0,59,59,1,4.077537443905719450616050373720E+0,-7.753744390571945061605037371970E-2,9.533737429612037995356192395389E-1,9.533025233544243290420046514591E-1,9.534449415994280933436311579830E-1,5.060986033287481567520335974352E-1,5.060607963891435913827949121377E-1,5.061363991371918661690832435039E-1
2.00000000000000000000E+0,61,61,1,4.110873864173311248751389103426E+0,-1.108738641733112487513891034256E-1,9.075351771633679325426492456554E-1,9.074392913515817848507936729591E-1,9.076310492983713307413107458671E-1,4.776752082750412995466616243693E-1,4.776247394047780761151417756829E-1,4.777256699466193228995743205814E-1
2.00000000000000000000E+0,64,2,6,4.158883083359671856503392728749E+0,-1.588830833596718565033927287491E-1,8.209298273185787729539763530853E-1,8.208072703321499580176418831665E-1,8.210523817226545034203675414635E-1,7.112814940542945553108068810134E-2,7.111753065172932346188703264403E-2,7.113876793538574263644690890016E-2
2.00000000000000000000E+0,67,67,1,4.204692619390966059670071996364E+0,-2.046926193909660596700719963637E-1,7.225421137870139334790468536192E-1,7.224040479341153278742861095097E-1,7.226801867019957404548898183821E-1,3.711590175415773040749135995316E-1,3.710880951893156449542828221206E-1,3.712299435215248970709703126336E-1
2.00000000000000000000E+0,71,71,1,4.262679877041315421329454532513E+0,-2.626798770413154213294545325130E-1,5.870164043761315251644942750241E-1,5.868713324978782084478552766703E-1,5.871614929588846346951218852143E-1,2.969639849499161352925889477451E-1,2.968905949683941372708176848304E-1,2.970373833820279091506029289511E-1
2.00000000000000000000E+0,73,73,1,4.290459441148391129092108857439E+0,-2.904594411483911290921088574385E-1,5.211006761502425538587910936863E-1,5.209565141050827676056946050577E-1,5.212448583982534834297072498141E-1,2.616760692553427842011421964562E-1,2.616036768002189154801585359484E-1,2.617484718555363426992961876939E-1
